DBUID,CSDUID
59090603003,5909032
59090603006,5909032
59090603010,5909032
59090099001,5909052
59090099002,5909052
59090099003,5909052
59090100001,5909052
59090100002,5909052
59090100003,5909052
59090101001,5909052
59090101002,5909052
59090107034,5909052
59090107035,5909052
59090107036,5909052
59090107037,5909052
59090107038,5909052
59090107039,5909052
59090107040,5909052
59090108003,5909052
59090108004,5909052
59090108005,5909052
59090108006,5909052
59050064109,5905042
59050064110,5905042
59050064111,5905042
59050064112,5905042
59050064113,5905042
59050064114,5905042
59050064115,5905042
59050064116,5905042
59050064117,5905042
59050064118,5905042
59050064119,5905042
59050064120,5905042
59050064121,5905042
59050086002,5905023
59050086004,5905023
59050086036,5905023
59050086038,5905023
59050086039,5905023
59050086041,5905023
59050086043,5905023
59050086046,5905023
59050086047,5905023
59050086048,5905023
59050086049,5905023
59010224013,5901017
59010224014,5901017
59010224015,5901017
59010224018,5901017
59010224019,5901017
59090594002,5909020
59090594003,5909020
59090594004,5909020
59090595001,5909838
59090596001,5909020
59010129010,5901039
59010129011,5901039
59010129017,5901039
59010129018,5901039
59010129020,5901039
59010129021,5901039
59010129022,5901039
59010130001,5901039
59010130002,5901039
59010130003,5901039
59010130004,5901039
59010130005,5901039
59010130006,5901039
59010130008,5901039
59010130011,5901039
59010130012,5901039
59010130013,5901039
59030228028,5903010
59030228029,5903010
59030228030,5903010
59030228031,5903010
59070149054,5907053
59070149064,5907053
59070171001,5907028
59070171002,5907028
59070171003,5907028
59030190012,5903045
59030191001,5903045
59030191004,5903045
59050075039,5905052
59050076007,5905050
59050076008,5905050
59050076009,5905050
59050076010,5905050
59050076011,5905050
59050076012,5905050
59050076013,5905050
59050076016,5905050
59050076017,5905050
59070246012,5907041
59070246013,5907041
59070246015,5907041
59070246016,5907041
59070246017,5907041
59070246018,5907041
59070246019,5907041
59070246020,5907041
59070247001,5907041
59070247002,5907041
59070247003,5907041
59070247004,5907041
59070247007,5907041
59070247010,5907041
59070247012,5907041
59070247013,5907041
59070247014,5907041
59070247015,5907041
59070247016,5907041
59050063003,5905054
59050063004,5905054
59050063006,5905054
59050063007,5905054
59090393004,5909052
59090393007,5909052
59090393010,5909052
59090461037,5909060
59090393016,5909052
59090393017,5909052
59090393018,5909052
59090394003,5909052
59090394004,5909052
59070173013,5907047
59070173014,5907047
59070173015,5907047
59070173016,5907047
59070205005,5907051
59070205009,5907051
59070205010,5907051
59070205011,5907051
59070205013,5907051
59070205015,5907051
59070205016,5907051
59070205017,5907051
59070206002,5907047
59090652001,5909009
59090652002,5909009
59090653003,5909016
59090653004,5909016
59090655003,5909020
59090655004,5909020
59090660004,5909020
59090660005,5909020
59090655008,5909020
59070294004,5907005
59090072002,5909052
59090072003,5909052
59090073001,5909052
59090073002,5909052
59090074002,5909052
59090074005,5909052
59090075001,5909052
59090075002,5909052
59090080015,5909052
59090080016,5909052
59090080017,5909052
59070176016,5907047
59070176017,5907047
59070176018,5907047
59070176019,5907047
59070176020,5907047
59070176021,5907047
59070206020,5907047
59070206021,5907047
59070267003,5907041
59070267004,5907041
59070267005,5907041
59070268001,5907041
59070268003,5907041
59070268004,5907041
59070268005,5907041
59090603011,5909032
59090603012,5909032
59090603013,5909032
59090603014,5909032
59090603015,5909032
59090603016,5909032
59090603019,5909032
59090603020,5909032
59090603024,5909032
59090603025,5909032
59090603026,5909032
59090655010,5909020
59090102001,5909052
59090102002,5909052
59090102003,5909052
59090103003,5909052
59090103004,5909052
59090104002,5909052
59090105001,5909052
59090105002,5909052
59090106006,5909052
59090106007,5909052
59090106010,5909052
59090106018,5909052
59090106019,5909052
59090106020,5909052
59090401003,5909052
59090401010,5909052
59050079024,5905052
59050079029,5905052
59050079030,5905052
59050079031,5905052
59050079032,5905052
59050079033,5905052
59050086050,5905023
59050086051,5905023
59050087003,5905018
59050087004,5905018
59050087005,5905018
59050087006,5905018
59050087007,5905018
59050087008,5905018
59050087009,5905018
59050087010,5905018
59050087011,5905018
59050087012,5905018
59050087013,5905018
59050087014,5905018
59050087017,5905018
59050087018,5905018
59050087019,5905018
59090596002,5909020
59090596003,5909020
59090596005,5909020
59090596006,5909020
59090596007,5909020
59090596009,5909020
59090596010,5909020
59010245028,5901022
59010130019,5901039
59010130022,5901039
59010130023,5901039
59010130024,5901039
59050091040,5905014
59050091041,5905014
59050092001,5905014
59010141007,5901037
59010141009,5901037
59010141013,5901037
59010141015,5901037
59010141017,5901037
59010141024,5901037
59010141025,5901037
59010141026,5901037
59030228032,5903010
59050062052,5905054
59030165003,5903043
59070171004,5907028
59070171009,5907028
59070171010,5907028
59070171011,5907028
59070171012,5907028
59070171013,5907028
59050076036,5905050
59050076037,5905050
59050076038,5905050
59050076042,5905050
59050076043,5905050
59050076045,5905050
59050076046,5905050
59050090046,5905014
59050090047,5905014
59050090048,5905014
59050090049,5905014
59070247017,5907041
59070285007,5907005
59070285008,5907005
59070285009,5907005
59070285010,5907005
59070286001,5907005
59070286004,5907005
59070288027,5907005
59070287005,5907005
59070287007,5907005
59070287008,5907005
59070287009,5907005
59070287010,5907005
59070287011,5907005
59070287012,5907005
59070288002,5907005
59070288003,5907005
59070288004,5907005
59070288005,5907005
59050063012,5905054
59050063015,5905054
59050063019,5905054
59050063021,5905054
59050076047,5905050
59090394005,5909052
59090395002,5909052
59090395009,5909052
59090461038,5909060
59090461039,5909060
59090461040,5909060
59090461041,5909060
59090461042,5909060
59070206003,5907047
59070206004,5907047
59070206005,5907047
59070206006,5907047
59070206008,5907047
59070206001,5907047
59070206009,5907047
59070206010,5907047
59070206011,5907047
59070206012,5907047
59090655009,5909020
59030229017,5903041
59030230003,5903041
59030230004,5903041
59030230012,5903041
59030230016,5903041
59090081001,5909052
59090081003,5909052
59090081004,5909052
59090082005,5909052
59090083003,5909052
59090083005,5909052
59090083008,5909052
59090084001,5909052
59090084002,5909052
59090084004,5909052
59090396005,5909052
59090396006,5909052
59090397003,5909052
59070268006,5907041
59070268007,5907041
59070269002,5907041
59070269003,5907041
59070269004,5907041
59070270001,5907041
59070270002,5907041
59070270004,5907041
59070270006,5907041
59070270008,5907041
59070270009,5907041
59090656001,5909036
59090656003,5909036
59090656004,5909036
59090656005,5909036
59090656007,5909036
59090656008,5909036
59090656009,5909036
59090401011,5909052
59090401012,5909052
59090402001,5909052
59090402002,5909052
59090402006,5909052
59090402009,5909052
59090403005,5909052
59090403007,5909052
59090424004,5909052
59050065024,5905052
59050064061,5905042
59050064067,5905042
59050064073,5905042
59050064074,5905042
59050064075,5905042
59050064083,5905042
59050064096,5905042
59050064097,5905042
59050064100,5905042
59050064101,5905042
59050064102,5905042
59050064103,5905042
59050064104,5905042
59050064105,5905042
59050064106,5905042
59050064107,5905042
59050064108,5905042
59050113048,5905054
59050113051,5905054
59050113054,5905054
59050113055,5905054
59050113056,5905054
59050113057,5905054
59050113059,5905054
59050113061,5905054
59010245029,5901022
59010245030,5901022
59010245031,5901022
59010245032,5901022
59010245033,5901022
59010245034,5901022
59090638033,5909009
59090639004,5909009
59010141027,5901037
59010141028,5901037
59010141031,5901037
59010141036,5901037
59010141037,5901037
59010141038,5901037
59050114021,5905054
59010149025,5901037
59010150001,5901028
59010150002,5901028
59010150005,5901028
59050062037,5905054
59050062038,5905054
59050062040,5905054
59050062041,5905054
59070197018,5907035
59070198006,5907035
59050090050,5905014
59050090051,5905014
59050090052,5905014
59050091001,5905014
59050091002,5905014
59050091003,5905014
59050091004,5905014
59050091016,5905014
59050091017,5905014
59050091019,5905014
59050091021,5905014
59050091022,5905014
59050091023,5905014
59050091030,5905014
59070288006,5907005
59070288008,5907005
59070288009,5907005
59070288010,5907005
59070288011,5907005
59070288012,5907005
59070288014,5907005
59070288018,5907005
59070288019,5907005
59070288022,5907005
59070288023,5907005
59070288024,5907005
59090056003,5909052
59090056007,5909052
59090056010,5909052
59090056011,5909052
59090056012,5909052
59090056016,5909052
59050076048,5905050
59030207006,5903013
59030207007,5903013
59030207009,5903013
59030207010,5903013
59030207011,5903013
59030207012,5903013
59030207013,5903013
59030208001,5903013
59030208002,5903013
59090461043,5909060
59090461044,5909060
59090461045,5909060
59090461046,5909060
59090462001,5909056
59090520022,5909060
59070252016,5907041
59070253001,5907041
59070253002,5907041
59070253003,5907041
59070253004,5907041
59070253005,5907041
59070254001,5907041
59070254002,5907041
59070254004,5907041
59070254005,5907041
59070254006,5907041
59070256001,5907041
59070256002,5907041
59030230017,5903041
59030230018,5903041
59030231011,5903041
59090397006,5909052
59090397009,5909052
59090398010,5909052
59090398011,5909052
59090398012,5909052
59090399001,5909052
59090399003,5909052
59090399005,5909052
59090398005,5909052
59090398006,5909052
59090398008,5909052
59070270010,5907041
59070270011,5907041
59070270012,5907041
59070270013,5907041
59070270015,5907041
59070270016,5907041
59070294017,5907005
59070294018,5907005
59070294019,5907005
59070294020,5907005
59070294021,5907005
59070296001,5907041
59070296002,5907041
59070296003,5907041
59070296004,5907041
59090657001,5909020
59030232014,5903041
59030233002,5903043
59030233003,5903043
59030234008,5903043
59030235004,5903043
59030235005,5903043
59030235006,5903043
59030237001,5903010
59030237002,5903010
59030237003,5903010
59090425001,5909052
59090404007,5909052
59090404008,5909052
59090404010,5909052
59090465013,5909056
59090465017,5909056
59090465018,5909056
59090465019,5909056
59090465020,5909056
59050113064,5905054
59070145053,5907055
59070146001,5907053
59070146002,5907053
59070146003,5907053
59070230001,5907041
59070230002,5907041
59070230003,5907041
59070231001,5907041
59070231002,5907041
59090639006,5909009
59090639012,5909009
59090639013,5909009
59090639014,5909009
59090639018,5909009
59090639022,5909009
59090639023,5909009
59090639024,5909009
59010150006,5901028
59010150007,5901028
59010150008,5901028
59010150009,5901028
59010150010,5901028
59010150011,5901028
59010150012,5901028
59010150013,5901028
59010150014,5901028
59010150015,5901028
59010150016,5901028
59010150017,5901028
59010150018,5901028
59010150019,5901028
59010150020,5901028
59010150021,5901028
59010150022,5901028
59010150023,5901028
59010150024,5901028
59050062042,5905054
59050062043,5905054
59050062044,5905054
59050062045,5905054
59050062046,5905054
59050062047,5905054
59050062048,5905054
59070198007,5907035
59070199001,5907035
59070199002,5907035
59070199003,5907035
59070199004,5907035
59070199005,5907035
59070199006,5907035
59070239005,5907041
59070239006,5907041
59070239007,5907041
59070240001,5907041
59050091033,5905014
59050091034,5905014
59050091035,5905014
59050091036,5905014
59090647007,5909009
59050114016,5905054
59050114017,5905054
59090062015,5909052
59090063001,5909052
59090063002,5909052
59090063003,5909052
59090063004,5909052
59090063007,5909052
59090063010,5909052
59090059001,5909052
59090059002,5909052
59090060001,5909052
59090060002,5909052
59090060003,5909052
59090060004,5909052
59090060005,5909052
59090061001,5909052
59090061002,5909052
59090061003,5909052
59050118014,5905026
59050118015,5905026
59050118016,5905026
59050118017,5905026
59070135004,5907055
59070135005,5907055
59070135006,5907055
59090520023,5909060
59090520024,5909060
59090520025,5909060
59090520026,5909060
59090520027,5909060
59090461026,5909060
59090461030,5909060
59090461031,5909060
59070257001,5907041
59070257003,5907041
59070257006,5907041
59070258001,5907041
59070289014,5907022
59070289015,5907022
59070290002,5907022
59030231012,5903041
59050063062,5905054
59050063063,5905054
59050063066,5905054
59050063068,5905054
59050063069,5905054
59050063071,5905054
59050063080,5905054
59050063081,5905054
59050063082,5905054
59050078026,5905050
59050078027,5905050
59050078028,5905050
59050078030,5905050
59090464001,5909056
59090464004,5909056
59090464007,5909056
59090464008,5909056
59090465002,5909056
59090465004,5909056
59090465007,5909056
59090465008,5909056
59090465009,5909056
59090465011,5909056
59070296005,5907041
59070296006,5907041
59070296007,5907041
59070297001,5907041
59070297002,5907041
59090084006,5909052
59070298004,5907041
59070299003,5907803
59070299004,5907803
59070299005,5907803
59030237004,5903010
59030237005,5903010
59030237006,5903010
59030237011,5903010
59030237017,5903010
59030237023,5903010
59030237025,5903010
59030237027,5903010
59030237030,5903010
59030237035,5903010
59030237037,5903010
59030237038,5903010
59090465021,5909056
59090465022,5909056
59090466007,5909056
59090466008,5909056
59090467007,5909056
59090468002,5909056
59070231003,5907041
59070231004,5907041
59070231005,5907041
59070232001,5907041
59070232002,5907041
59070232003,5907041
59070232004,5907041
59070232005,5907041
59070232006,5907041
59070232007,5907041
59070232008,5907041
59070232009,5907041
59070232010,5907041
59070232011,5907041
59070232012,5907041
59070233001,5907041
59070233002,5907041
59070233003,5907041
59090639025,5909009
59090639026,5909009
59090639027,5909009
59090640001,5909812
59090640012,5909812
59090640015,5909812
59030136005,5903027
59030228005,5903010
59030228007,5903010
59030228008,5903010
59010150025,5901028
59010151007,5901028
59010151008,5901028
59010151009,5901028
59010151011,5901028
59010151012,5901028
59010151014,5901028
59010182045,5901035
59010182046,5901035
59010182048,5901035
59010182053,5901035
59010182058,5901035
59010182059,5901035
59050062049,5905054
59050062051,5905054
59050074026,5905052
59050074027,5905052
59050075001,5905052
59050075002,5905052
59050075003,5905052
59050075007,5905052
59070240004,5907041
59070240005,5907041
59070241001,5907041
59070241002,5907041
59070241003,5907041
59070241004,5907041
59070241005,5907041
59070199014,5907035
59070199015,5907035
59070199016,5907035
59070200001,5907035
59070200010,5907035
59070241006,5907041
59070242001,5907041
59070242002,5907041
59030228033,5903010
59030228034,5903010
59030228036,5903010
59090062001,5909052
59090062009,5909052
59090062011,5909052
59090062012,5909052
59090385018,5909052
59090385019,5909052
59090385020,5909052
59090385021,5909052
59090385022,5909052
59090385023,5909052
59090386009,5909052
59090387001,5909052
59090387002,5909052
59070135007,5907055
59070135008,5907055
59070151009,5907053
59070151010,5907053
59070151011,5907053
59070151012,5907053
59070151013,5907053
59070151014,5907053
59090461032,5909060
59090461033,5909060
59090461034,5909060
59090461035,5909060
59090461036,5909060
59090520009,5909060
59090520010,5909060
59090520028,5909060
59090520029,5909060
59090520030,5909060
59070290003,5907022
59070290008,5907022
59070260004,5907041
59070260005,5907041
59070261001,5907041
59070261002,5907041
59070261003,5907041
59070261004,5907041
59070264001,5907041
59070264002,5907041
59070264003,5907041
59050078032,5905050
59050078033,5905050
59050078034,5905050
59030212014,5903004
59030213003,5903004
59030213006,5903004
59030213008,5903004
59030213009,5903004
59090462010,5909056
59090462011,5909056
59090462012,5909056
59090462013,5909056
59090463001,5909056
59090463002,5909056
59070301001,5907024
59090084011,5909052
59090084012,5909052
59090085005,5909052
59090086001,5909052
59090086002,5909052
59090086003,5909052
59090086004,5909052
59090086005,5909052
59090087001,5909052
59090087002,5909052
59090088001,5909052
59090088002,5909052
59090088003,5909052
59030237040,5903010
59030237041,5903010
59050063084,5905054
59050063085,5905054
59050063086,5905054
59050063087,5905054
59050064001,5905042
59050064002,5905042
59090468007,5909056
59090531001,5909020
59090531002,5909020
59090531005,5909020
59090531006,5909020
59090536012,5909020
59090536013,5909020
59090536014,5909020
59090536015,5909020
59090537001,5909020
59090537002,5909020
59090537003,5909020
59090537004,5909020
59070233004,5907041
59070233005,5907041
59070233006,5907041
59010130025,5901039
59070282008,5907022
59070282009,5907022
59070282010,5907022
59070282011,5907022
59070282012,5907022
59070282013,5907022
59070282014,5907022
59070282015,5907022
59030228009,5903010
59030228011,5903010
59030228012,5903010
59030228015,5903010
59030228016,5903010
59030228017,5903010
59030228019,5903010
59030228020,5903010
59010182060,5901035
59010182061,5901035
59010182063,5901035
59010182064,5901035
59010182065,5901035
59010182068,5901035
59010182069,5901035
59010182070,5901035
59010182071,5901035
59050075009,5905052
59050075011,5905052
59050075019,5905052
59050075020,5905052
59050075021,5905052
59050075022,5905052
59050075023,5905052
59050075026,5905052
59050075028,5905052
59050075034,5905052
59050075036,5905052
59050075037,5905052
59070242007,5907041
59070242008,5907041
59070242009,5907041
59070242010,5907041
59070242011,5907041
59070242012,5907041
59070242013,5907041
59070243001,5907041
59070243002,5907041
59070243003,5907041
59070243004,5907041
59070243005,5907041
59070243006,5907041
59070244001,5907041
59070244002,5907041
59070244003,5907041
59070244004,5907041
59070244005,5907041
59070148003,5907809
59070148004,5907809
59070148005,5907809
59070149001,5907053
59070149003,5907053
59090388001,5909052
59090388002,5909052
59090388003,5909052
59090390002,5909052
59090390003,5909052
59090385024,5909052
59090385025,5909052
59090385026,5909052
59090385027,5909052
59090385028,5909052
59090385029,5909052
59090385031,5909052
59070152001,5907053
59070152020,5907053
59070152022,5907053
59070152024,5907053
59070172013,5907047
59070172014,5907047
59070172015,5907047
59070172016,5907047
59070172017,5907047
59070172021,5907047
59070172022,5907047
59070172023,5907047
59090520031,5909060
59090520032,5909060
59090520033,5909060
59090520034,5909060
59090520001,5909060
59090520003,5909060
59090520005,5909060
59070290009,5907022
59070290011,5907022
59070290012,5907022
59070290014,5907022
59070290015,5907022
59070290016,5907022
59030213010,5903004
59030213011,5903004
59030213012,5903004
59030213014,5903004
59030213015,5903004
59030213016,5903004
59030214001,5903004
59030214002,5903004
59030214003,5903004
59030214005,5903004
59030214006,5903004
59030214008,5903004
59030214009,5903004
59030214010,5903004
59070135014,5907055
59090463006,5909056
59090463007,5909056
59090521024,5909062
59090521025,5909062
59090522001,5909880
59090522002,5909880
59090522003,5909880
59090522004,5909880
59090523007,5909881
59090523009,5909881
59090088004,5909052
59090089001,5909052
59090089002,5909052
59090089003,5909052
59090089004,5909052
59090090001,5909052
59090090002,5909052
59090090003,5909052
59090091001,5909052
59090091002,5909052
59090091003,5909052
59090092001,5909052
59090092002,5909052
59090093001,5909052
59090093003,5909052
59090093006,5909052
59090093007,5909052
59050064003,5905042
59050064005,5905042
59050064007,5905042
59050064008,5905042
59050064010,5905042
59050064011,5905042
59050064012,5905042
59050064013,5905042
59050064014,5905042
59050064018,5905042
59050064024,5905042
59050064025,5905042
59050064027,5905042
59050064029,5905042
59050064031,5905042
59050064034,5905042
59050064035,5905042
59050064036,5905042
59050064037,5905042
59050064040,5905042
59050064045,5905042
59050064047,5905042
59050064048,5905042
59090538001,5909020
59090538002,5909020
59090539002,5909020
59090539003,5909020
59090539004,5909020
59090539006,5909020
59090539007,5909020
59090540001,5909020
59090540002,5909020
59090541001,5909020
59090541002,5909020
59090541003,5909020
59090611001,5909832
59070282017,5907022
59070282018,5907022
59070282019,5907022
59070282021,5907022
59030228022,5903010
59050062010,5905054
59050062011,5905054
59010182072,5901035
59010182073,5901035
59010182074,5901035
59010182076,5901035
59010204180,5901035
59010204181,5901035
59010204182,5901035
59010204183,5901035
59010204184,5901035
59010204185,5901035
59010204186,5901035
59010204187,5901035
59010204188,5901035
59010204189,5901035
59050075038,5905052
59050089018,5905018
59050089019,5905018
59050089026,5905018
59050089027,5905018
59050089028,5905018
59050090005,5905014
59050090008,5905014
59050090009,5905014
59050090010,5905014
59050090022,5905014
59050090027,5905014
59070244006,5907041
59070244007,5907041
59070283008,5907022
59070283014,5907022
59070283015,5907022
59070283016,5907022
59070283017,5907022
59070283018,5907022
59070283019,5907022
59070283025,5907022
59070283026,5907022
59070283027,5907022
59070283028,5907022
59070149004,5907053
59070149005,5907053
59070149016,5907053
59070149017,5907053
59070149018,5907053
59070149019,5907053
59070149020,5907053
59070149021,5907053
59070149024,5907053
59070149030,5907053
59070149032,5907053
59070149033,5907053
59070149034,5907053
59070149037,5907053
59070149038,5907053
59090385032,5909052
59090385033,5909052
59090385034,5909052
59090385035,5909052
59090385036,5909052
59090385037,5909052
59090385038,5909052
59090385039,5909052
59090386002,5909052
59090386003,5909052
59070172024,5907047
59070172025,5907047
59070172026,5907047
59070201013,5907035
59070201014,5907035
59070202001,5907035
59090520006,5909060
59090520007,5909060
59090520008,5909060
59090600005,5909034
59090600011,5909034
59090600013,5909034
59090600019,5909034
59070290017,5907022
59070290018,5907022
59070290019,5907022
59070290020,5907022
59070290021,5907022
59070290022,5907022
59090066001,5909052
59090066002,5909052
59090066003,5909052
59090067004,5909052
59090067005,5909052
59090067006,5909052
59090067007,5909052
59090067008,5909052
59090068003,5909052
59070135015,5907055
59070135016,5907055
59070135018,5907055
59090523010,5909881
59090524009,5909062
59090524010,5909062
59090524012,5909062
59090524023,5909062
59090601052,5909034
59090601053,5909034
59090602005,5909844
59090602006,5909844
59090094001,5909052
59090094002,5909052
59090094003,5909052
59090398009,5909052
59090399009,5909052
59090399010,5909052
59090399011,5909052
59090399012,5909052
59090399013,5909052
59090400021,5909052
59050064049,5905042
59050064050,5905042
59050064051,5905042
59050064052,5905042
59050064056,5905042
59050064059,5905042
59050079014,5905052
59050079015,5905052
59090611002,5909832
59090531009,5909020
59090532001,5909020
59090532002,5909020
59090533001,5909020
59090533002,5909020
59090533003,5909020
59090533007,5909020
59090533008,5909020
59090534001,5909020
59090534002,5909020
59090535001,5909020
59090535002,5909020
59070282022,5907022
59070308017,5907803
59070308018,5907803
59050062014,5905054
59050062016,5905054
59050062017,5905054
59050062018,5905054
59050062021,5905054
59050062022,5905054
59010204190,5901035
59010204191,5901035
59010204192,5901035
59010204193,5901035
59010210019,5901019
59010210020,5901019
59010210021,5901019
59010210022,5901019
59010210023,5901019
59070197019,5907035
59070198003,5907035
59070198004,5907035
59070198005,5907035
59050090030,5905014
59050090031,5905014
59050090034,5905014
59050090035,5905014
59050090036,5905014
59050090037,5905014
59050090038,5905014
59050090043,5905014
59050090044,5905014
59050113069,5905054
59050113070,5905054
59070283029,5907022
59070284002,5907005
59070284003,5907005
59070284004,5907005
59070285001,5907005
59070285003,5907005
59070285004,5907005
59070285005,5907005
59070285006,5907005
59070308046,5907803
59070308047,5907803
59070308048,5907803
59090049001,5909052
59090049002,5909052
59070149042,5907053
59070149043,5907053
59010127033,5901806
59090461012,5909060
59090461013,5909060
59090461017,5909060
59090461018,5909060
59090460003,5909875
59090460004,5909875
59090460005,5909875
59090461001,5909060
59090461002,5909060
59090461007,5909060
59070202002,5907035
59070202003,5907035
59070202004,5907035
59070202005,5907035
59070203001,5907035
59070203003,5907035
59070203004,5907035
59090600023,5909034
59090600024,5909034
59090600027,5909034
59090600028,5909034
59090600029,5909034
59090600030,5909034
