Place ID,Place Name,Place Type,Coastal_5km,FN Reserve Type,Distance to Nearest Substation (km),Nearest Substation Name,Distance to Nearest Transmission Line (km),Transmission Lines Owner,Transmission Line Description,Transmission Line Voltage (kV),POP Capacity (Gbps) for communities that are within 2km of POP,Remaining Capacity of POP (Gbps) - (-1 indicates capacity is unknown),CBC P3 Last-Mile Eligible,CRTC Last-Mile Eligible,CRTC Satellite Dependant,CRTC Transport Eligible,Last-Mile Status - Sept2019,Transport Status - Sept2019,Notes - Sept2019,Last-Mile Status (March2020),Transport Status (March2020),Notes (March2020),Last-Mile Status (June2020),Transport Status (June2020),Notes (June2020),Last-Mile Status (Sept2020),Transport Status (Sept2020),Notes (Sept2020),CBC Phase,CBC P3 Project Type,CBC P3 Project Name(s),CBC P2 Project Type,CBC P2 Project Name(s),CBC P1 Project Type,CBC P1 Project Name(s),479 Status (Sept2019),479 Status (March 2020),479 Notes (March2020),479 Status (June2020),479 Notes (June2020),479 Status (Sept2020),479 Notes (Sept2020),Potential Projects,FN Alt Name,Nation,Band Number,Incorporated,Latitude,Longitude,DBUID,CDUID,CSDUID,HEXID
8596,Tla-o-qui-aht Nation Secondary,Rural First Nations Reserve,Yes,Secondary,16.8,LONG BEACH SUB,16.6,,GCL - Great Central -> LBH - Long Beach,69,,,No,No,No ,Yes,Yes,Yes,Market Forces - TELUS Pure Fibre build,Yes,Pending,,Yes,Pending,,Yes,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,,New,Not originaly listed?,Original,,Original,,,Esowista 3,Tla-o-qui-aht,660,No,49.0713,-125.782,59230155000,5923,5923823,BC49071258
8597,Yarksis,Rural,Yes,,34,LONG BEACH SUB,33.7,,GCL - Great Central -> LBH - Long Beach,69,,,Yes,No,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.1654,-125.9706,59230154000,5923,5923049,BC49151259
8598,Kakawis,Rural,Yes,,32.1,LONG BEACH SUB,31.5,,GCL - Great Central -> LBH - Long Beach,69,,,Yes,No,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.189,-125.9106,59230154000,5923,5923049,BC49171259
8599,Ucluelet Nation Secondary,Rural First Nations Reserve,Yes,Secondary,2,LONG BEACH SUB,2.1,,GCL - Great Central -> LBH - Long Beach,69,,,No,No,No ,Yes,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,Original,,Removed from Connected Coast.  Not included in count for March 2020,,,,,,Clakamucus 2,,668,No,48.9794,-125.576,59230079000,5923,5923804,BC49001256
8600,Ucluelet,Rural,Yes,,6.9,LONG BEACH SUB,7,,GCL - Great Central -> LBH - Long Beach,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,Yes,48.94,-125.5448,59230092000,5923,5923019,BC48921255
8602,Toquaht Nation,Rural First Nations Reserve,Yes,Primary,14.9,LONG BEACH SUB,9.8,,GCL - Great Central -> LBH - Long Beach,69,,,Yes,Yes,No ,Yes,No,No,,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,Macoah 1,Toquaht,666,No,48.9959,-125.3794,59230083000,5923,5923810,BC49001253
8603,Bamfield,Rural,Yes,,37.8,LONG BEACH SUB,35.5,,GCL - Great Central -> LBH - Long Beach,69,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,Pending,Pending,,Pending,Pending,,Pending,Pending,,Phase 1/2,,,Transport,Strathcona Regional District - Connected Coast,Last-Mile,West Island Cable Inc. - Gigafy Bamfield,Original,Original,,Original,,Original,,,,,,No,48.8312,-125.1326,59230156100,5923,5923047,BC48821252
8606,Caycuse,Rural,Yes,,24,LAKE COWICHAN SUB,24,,PVO - Prevost -> LCW - Lake Cowichan,69,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,48.8943,-124.3662,59190163100,5919,5919033,BC48891244
8608,Port Renfrew,Rural,Yes,,38.9,LAKE COWICHAN SUB,29.7,,JOR - Jordan River -> GOW - Goward,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,TELUS - Jordon River-Point Renfrew Transport,,,,No,48.5574,-124.4049,59170703000,5917,5917056,BC48561244
8610,Youbou,Rural,Yes,,11.8,LAKE COWICHAN SUB,11.8,,PVO - Prevost -> LCW - Lake Cowichan,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.8726,-124.1993,59190152100,5919,5919035,BC48871242
8611,Honeymoon Bay,Rural,Yes,,8.5,LAKE COWICHAN SUB,8.5,,PVO - Prevost -> LCW - Lake Cowichan,69,,,No,No,No ,No,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,48.815,-124.1731,59190163000,5919,5919033,BC48821242
8612,Mesachie Lake,Rural,Yes,,5,LAKE COWICHAN SUB,5,,PVO - Prevost -> LCW - Lake Cowichan,69,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.8124,-124.1248,59190167000,5919,5919033,BC48791241
8613,Lake Cowichan,Rural,Yes,,0.7,LAKE COWICHAN SUB,0.3,,PVO - Prevost -> LCW - Lake Cowichan,69,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.8261,-124.0515,59190157100,5919,5919016,BC48821241
8614,Cowichan Nation Secondary 1,Rural First Nations Reserve,No,Secondary,5.6,SAHTLAM SUB,1.8,,SAT - Sahtlam -> PIK - Pike Lake,230,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,Tzart-Lam 5,Cowichan,642,No,48.7596,-123.8289,59190170000,5919,5919821,BC48771238
8615,Crofton,Rural,Yes,,6.7,VANCOUVER ISLAND TERMINAL,1.4,,VIT - Vancouver Island -> CFT - Crofton,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.8632,-123.6434,59190264000,5919,5919008,BC48841237
8616,Westholme,Rural,Yes,,4.5,VANCOUVER ISLAND TERMINAL,0.2,,VIT - Vancouver Island -> CFT - Crofton,130,,,No,No,No ,Yes,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,48.8667,-123.7,59190261000,5919,5919008,BC48871237
8618,Chemainus Nation (Secondary),Rural First Nations Reserve,Yes,Secondary,8.3,VANCOUVER ISLAND TERMINAL,3.3,,VIT - Vancouver Isl -> JPT - Jinglepot,130,,,No,No,No ,Yes,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,Squaw-hay-one 11,Chemainus,641,No,48.9014,-123.6965,59190274000,5919,5919802,BC48921237
8619,River Jordan,Rural,Yes,,26.3,SOOKE SUB,0.7,,JOR - Jordan River -> GOW - Goward,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,TELUS - Jordon River-Point Renfrew Last-Mile,,,,No,48.4221,-124.0505,59170671000,5917,5917054,BC48411241
8620,Chamiss Bay,Rural,Yes,,48.4,TAHSIS VILLAGE SUB,43,,KGH - Keogh -> JUL - Jeune Landing,130,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,50.0694,-127.2875,59240429000,5924,5924048,BC50081273
8621,Fair Harbour,Rural,Yes,,35.5,TAHSIS VILLAGE SUB,34.5,,GLD - Gold River -> KGH - Keogh,130,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,50.0565,-127.1007,59240429000,5924,5924048,BC50061271
8622,Kimsquit,Rural,Yes,,175.5,HOUSTON SUB,51.7,Unknown,1L393 HOU - Houston -> NHS - Northstar,138,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,52.8296,-126.9643,59450027000,5945,5945006,BC52801270
8624,Namu,Rural,Yes,,130.3,PORT HARDY SUB,33.9,Unknown,KGH - Keogh -> PHY - Port Hardy,69,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,51.8613,-127.8604,59450027000,5945,5945006,BC51841279
8625,South Bentinck,Rural,Yes,,159.1,PORT HARDY SUB,35.2,Unknown,KGH - Keogh -> PHY - Port Hardy,69,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,52.0444,-126.6667,59450027000,5945,5945006,BC52061267
8626,Gold River,Rural,No,,1.3,GOLD RIVER SUB,1,,GLD - Gold River -> GRP - Gold R. Pulp,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,Yes,49.7807,-126.0519,59240206000,5924,5924025,BC49771261
8628,Ehatisaht,Rural,Yes,,15,TAHSIS VILLAGE SUB,14.9,,GLD - Gold River -> TSV - Tahsis Village,130,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.8833,-126.85,59240429000,5924,5924048,BC49901268
8629,Mooyah Bay,Rural,Yes,,33.5,GOLD RIVER SUB,17.9,,GLD - Gold River -> TSV - Tahsis Village,130,,,Yes,No,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.6295,-126.4584,59240429000,5924,5924048,BC49641265
8630,Franklin Camp,Rural,No,,31.3,PORT ALBERNI SUB,31.1,,DMR - Dunsmuir -> PAL - Port Alberni,130,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,48.9722,-124.7417,59230156000,5923,5923047,BC49001247
8631,Huu-ay-aht,Rural First Nations Reserve,Yes,Secondary,41.3,PORT ALBERNI SUB,38.9,,GCL - Great Central -> LBH - Long Beach,69,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,Numukamis 1,,663,No,48.9,-125,59230148000,5923,5923809,BC48891250
8632,Sarita,Rural,Yes,,42.2,LONG BEACH SUB,37.7,,GCL - Great Central -> LBH - Long Beach,69,1,-1,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,48.8833,-125.0333,59230156100,5923,5923047,BC48871250
8633,Whyac,Rural First Nations Reserve,Yes,Secondary,60.5,LAKE COWICHAN SUB,60.5,,PVO - Prevost -> LCW - Lake Cowichan,69,,,Yes,No,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Wyah 3,Ditidaht,662,No,48.6691,-124.8464,59190165000,5919,5919033,BC48691249
8634,Clo-oose,Rural First Nations Reserve,Yes,Secondary,58.9,LAKE COWICHAN SUB,58.9,,PVO - Prevost -> LCW - Lake Cowichan,69,,,Yes,No,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,Ditidaht,662,No,48.663,-124.8216,59190166000,5919,5919033,BC48661248
8635,Shirley,Rural,Yes,,15.2,SOOKE SUB,2,,JOR - Jordan River -> GOW - Goward,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,,New,Not originally listed?,Original,,Original,,,,,,No,48.3898,-123.9044,59170671000,5917,5917054,BC48381239
8636,Sooke,Rural,Yes,,2.3,SOOKE SUB,2.3,,JOR - Jordan River -> GOW - Goward,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,Original,,Removed from Connected Coast.  Not included in count for March 2020,,,,,,,,,Yes,48.3823,-123.7279,59170659000,5917,5917052,BC48361237
8637,T'Sou-ke,Rural First Nations Reserve,Yes,Secondary,4.7,SOOKE SUB,4.3,,JOR - Jordan River -> GOW - Goward,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,T'Sou-ke,T'Sou-ke,657,No,48.3634,-123.7476,59170666000,5917,5917819,BC48361237
8639,East Sooke,Rural,Yes,,3.1,SOOKE SUB,3.1,,1L146SOO - Sooke Tap,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.3645,-123.6865,59170689000,5917,5917054,BC48361237
8641,Metchosin,Urban,Yes,,7.5,COLWOOD SUB,7.5,,1L146CLD - Colwood Tap (L),130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.3757,-123.5291,59170684000,5917,5917042,BC48381235
8642,Albert Head,Urban,Yes,,5.6,COLWOOD SUB,5.7,,1L146CLD - Colwood Tap (L),130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.3911,-123.5033,59170678000,5917,5917042,BC48381235
8643,Colwood,Urban,Yes,,1.5,COLWOOD SUB,1.5,,1L146CLD - Colwood Tap (L),130,100,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.4321,-123.4965,59170622000,5917,5917041,BC48441235
8644,Langford,Urban,Yes,,1.9,COLWOOD SUB,1.8,,1L146CLD - Colwood Tap (L),130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.4566,-123.4974,59170431000,5917,5917044,BC48461235
8645,Oak Bay,Urban,Yes,,4.5,HORSEY SUB,4.2,,UG - Horsey to George Tripp,138,30,10,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.4301,-123.3089,59170190000,5917,5917030,BC48441233
8646,Saanich,Urban,Yes,,2.5,GOWARD SUB,0.6,,GOW - Goward -> GTP - George Tripp,130,100,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.4879,-123.388,59170096000,5917,5917021,BC48491234
8647,Victoria,Urban,Yes,,1.1,HORSEY SUB,1,,UG Horsey - Abandoned,138,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,Yes,48.4334,-123.3617,59170158000,5917,5917034,BC48411234
8648,View Royal,Urban,Yes,,0.5,BURNETT ROAD TERMINAL,0.4,,UG - Burnett to Esquimalt,230,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.4583,-123.45,59170421000,5917,5917047,BC48461235
8650,Esquimalt,Urban,Yes,,1.2,ESQUIMALT SUB,0.9,,UG - Burnett to Esquimalt,230,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.4289,-123.408,59170318000,5917,5917040,BC48441234
8651,Highlands,Rural,Yes,,5,PIKE LAKE SUB,0.4,,SAT - Sahtlam -> PIK - Pike Lake,230,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.5144,-123.5163,59170649000,5917,5917049,BC48541235
8653,Brentwood Bay,Urban,Yes,,3.3,KEATING SUB,1.2,,GOW - Goward -> SNY - Sidney,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.5683,-123.4562,59170452000,5917,5917015,BC48561235
8655,Central Saanich,Rural,Yes,,1.1,KEATING SUB,1.1,,PIK - Pike Lake -> KTG - Keating,230,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.5669,-123.3971,59170710000,5917,5917015,BC48591234
8656,Sidney,Urban,Yes,,2.6,SIDNEY SUB,2.6,,GOW - Goward -> SNY - Sidney,69,100,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,Yes,48.65,-123.4,59170043000,5917,5917010,BC48641234
8657,Saanichton,Urban,Yes,,3.2,SIDNEY SUB,0.2,,GOW - Goward -> SNY - Sidney,69,,,No,No,No ,No,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,48.6,-123.4167,59170733000,5917,5917015,BC48591234
8658,Ardmore,Urban,Yes,,3.9,SIDNEY SUB,3.9,,GOW - Goward -> SNY - Sidney,69,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.6389,-123.4667,59170720000,5917,5917005,BC48661235
8659,Deep Cove,Rural,Yes,,7,SIDNEY SUB,7,,GOW - Goward -> SNY - Sidney,69,,,No,No,No ,No,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,48.6796,-123.4725,59170548000,5917,5917005,BC48661235
8662,North Saanich,Urban,Yes,,0.9,SIDNEY SUB,0.5,,GOW - Goward -> SNY - Sidney,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.6217,-123.4215,59170052000,5917,5917005,BC48641234
8663,Swartz Bay,Urban,Yes,,6,SIDNEY SUB,6,,GOW - Goward -> SNY - Sidney,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.6827,-123.4131,59170033000,5917,5917005,BC48691234
8664,Cherry Point,Rural,Yes,,5.1,SANSUM NARROWS ELECTRODE,5.1,,VIT - Vancouver T -> SNE - Sansum N Elec,69,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.7277,-123.5836,59190180000,5919,5919013,BC48711236
8665,Cobble Hill,Rural,Yes,,4.9,SHAWNIGAN SUB,3.5,,VIT - Vancouver Isl -> GOW - Goward,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.6915,-123.5846,59190187000,5919,5919049,BC48711236
8666,Arbutus Ridge,Rural,Yes,,6.5,SHAWNIGAN SUB,6.3,,VIT - Vancouver Isl -> GOW - Goward,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.6933,-123.5401,59190191000,5919,5919049,BC48691235
8667,Shawnigan Lake,Rural,Yes,,2,SHAWNIGAN SUB,1.2,,VIT - Vancouver Isl -> PIK - Pike Lake,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.6535,-123.622,59190206000,5919,5919046,BC48661236
8668,Mill Bay,Rural,Yes,,2.9,SHAWNIGAN SUB,2.1,,VIT - Vancouver Isl -> GOW - Goward,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.6449,-123.5562,59190196000,5919,5919043,BC48641235
8670,Malahat,Rural,Yes,,10.1,PIKE LAKE SUB,1,,VIT - Vancouver Isl -> GOW - Goward,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.5481,-123.5653,59190199000,5919,5919043,BC48561236
8671,Saseenos,Rural,Yes,,2.3,SOOKE SUB,1,,JOR - Jordan River -> GOW - Goward,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.3908,-123.6686,59170653000,5917,5917052,BC48381237
8672,Cowichan Bay,Rural,Yes,,5.3,SANSUM NARROWS ELECTRODE,4.5,,VIT - Vancouver Isl -> GOW - Goward,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.7371,-123.6199,59190177000,5919,5919013,BC48741237
8673,Cowichan Station,Rural,Yes,,4.9,KOKSILAH SUB,1.7,,VIT - Vancouver Isl -> GOW - Goward,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.7294,-123.6657,59190174000,5919,5919051,BC48741237
8674,Musgrave Landing,Rural,Yes,,3.2,SANSUM NARROWS ELECTRODE,3.2,,VIT - Vancouver T -> SNE - Sansum N Elec,69,,,Yes,Yes,No ,No,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 1/2,,,Transport,Strathcona Regional District - Connected Coast,Last-Mile,Beacon Wireless - Connecting Gulf Islands,Original,Original,,Original,,Original,,,,,,No,48.7511,-123.5464,59170635000,5917,5917027,BC48741235
8675,Deerholme,Rural,No,,3.6,KOKSILAH SUB,0.8,,VIT - Vancouver Isl -> PIK - Pike Lake,130,,,No,No,No ,Yes,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,48.7528,-123.7583,59190169000,5919,5919051,BC48741238
8676,Duncan,Rural,Yes,,2,KOKSILAH SUB,2.1,,1L014KSH Tap -> Koksilah,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.7789,-123.7015,59190235000,5919,5919012,BC48771237
8677,Eagle Heights,Rural,Yes,,0.9,KOKSILAH SUB,0.7,,1L014KSH Tap -> Koksilah,130,,,No,No,No ,Yes,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,48.7563,-123.7026,59190171000,5919,5919051,BC48771237
8678,Cowichan Nation,Rural First Nations Reserve,Yes,Primary,2.5,KOKSILAH SUB,2.5,,1L014KSH Tap -> Koksilah,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,Cowichan,Cowichan,642,No,48.7688,-123.6798,59190230000,5919,5919822,BC48771237
8679,Maple Bay,Rural,Yes,,5.6,SANSUM NARROWS ELECTRODE,0.4,,VIT - Vancouver T -> SNE - Sansum N Elec,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,48.8158,-123.6129,59190266000,5919,5919008,BC48821236
8680,Chemainus,Rural,Yes,,9.4,LADYSMITH SUB,3.8,,VIT - Vancouver Isl -> JPT - Jinglepot,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,48.9266,-123.7206,59190280000,5919,5919008,BC48921237
8681,Ganges,Rural,Yes,,0.7,SALTSPRING SUB,0.5,,ARN - Arnott -> VIT - Vancouver Isl,130,100,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,Rogers - Campbell River to Victoria - Transport and Last-Mile (FWA),,,,No,48.8599,-123.5065,59170633000,5917,5917027,BC48841235
8682,Lighthouse Point,Rural,Yes,,6.9,GALIANO SUB,6.3,,ARN - Arnott -> VIT - Vancouver Isl,130,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,48.8687,-123.2841,59170646000,5917,5917029,BC48891233
8683,Sturdies Bay,Rural,Yes,,4.2,GALIANO SUB,4.1,,ARN - Arnott -> VIT - Vancouver Isl,130,100,100,Yes,Yes,No ,No,Yes,Yes,,Yes,Yes,,No,Yes,"Incorrectly labelled as ""Served"" in March release",No,Yes,,,,,,,,,Original,Original,,Original,,Original,,,,,,No,48.8792,-123.3194,59170630000,5917,5917029,BC48891233
8684,Mayne,Rural,Yes,,7.7,GALIANO SUB,7.2,,GNO - Galiano -> PKR - Parker Island,130,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,Phase 1,,,,,Last-Mile,Beacon Wireless - Connecting Gulf Islands,Original,Original,,Original,,Original,,Rogers - Campbell River to Victoria - Transport and Last-Mile (FWA),,,,No,48.8501,-123.297,59170646000,5917,5917029,BC48841233
8685,Port Washington,Rural,Yes,,8.6,TRINCOMALI TERMINAL,8.5,,GNO - Galiano -> PKR - Parker Island,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,No,48.8166,-123.3212,59170644000,5917,5917029,BC48821234
8686,Saturna,Rural,Yes,,17.3,GALIANO SUB,16.5,,ARN - Arnott -> VIT - Vancouver Isl,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,Rogers - Campbell River to Victoria - Transport and Last-Mile (FWA),,,,No,48.7945,-123.1947,59170645000,5917,5917029,BC48791232
8687,Fulford Harbour,Rural,Yes,,9,SANSUM NARROWS ELECTRODE,9,,VIT - Vancouver T -> TRN - Trincomali,69,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,No,48.7706,-123.4503,59170639000,5917,5917027,BC48771235
8688,Fernwood,Rural,Yes,,5.8,SALTSPRING SUB,5.1,,VIT - Vancouver T -> TRN - Trincomali,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,No,48.909,-123.5281,59170641000,5917,5917027,BC48891235
