id,name,closest_community_id,closest_community_distance,Latitude,census_subdivision_id,Location Name,First Responders,Diagnostic Facilities,Timber Facilities,Civic Facilities,Airports,Port And Terminal,Customs Ports Of Entry,Local Govt Offices,Laboratory Service,Emergency Social Service Facilities,Pharmacies,Economic Projects,Hospitals,Service BC Locations,Schools,Clinics,Courts,Post Secondary Institutions,Research Centres,Public Library,Is within 50 km,Longitude,location_type_id,location_website
9520,No data available,,,52.20409588,5941817,No data available,,,,,,,,,,,,,,,,,,,,,,-124.3115159,21,
9521,No data available,,,52.17514527,5941818,No data available,,,,,,,,,,,,,,,,,,,,,,-124.3150284,21,
9522,No data available,,,52.31875762,5941848,No data available,,,,,,,,,,,,,,,,,,,,,,-124.2718894,21,
9523,No data available,,,52.49012773,5941856,No data available,,,,,,,,,,,,,,,,,,,,,,-124.2833331,21,
9524,No data available,,,51.78907669,5941801,No data available,,,,,,,,,,,,,,,,,,,,,,-122.2246697,21,
9528,No data available,,,51.82414215,5941873,No data available,,,,,,,,,,,,,,,,,,,,,,-122.1204597,21,
9529,No data available,,,48.80135623,5923803,No data available,,,,,,,,,,,,,,,,,,,,,,-125.1220276,21,
9530,No data available,,,52.0265201,5941821,No data available,,,,,,,,,,,,,,,,,,,,,,-123.1716521,21,
9545,No data available,,,52.1059611,5941883,No data available,,,,,,,,,,,,,,,,,,,,,,-123.230257,21,
10208,No data available,,,49.34604261,5915038,No data available,,,,,,,,,,,,,,,,,,,,,,-122.8522851,21,
10066,No data available,,,50.44485715,5937028,No data available,,,,,,,,,,,,,,,,,,,,,,-119.1978653,21,
9980,No data available,,,50.69622143,5933019,No data available,,,,,,,,,,,,,,,,,,,,,,-121.342209,21,
9549,No data available,,,50.71956804,5933844,No data available,,,,,,,,,,,,,,,,,,,,,,-121.3147446,21,
9550,No data available,,,49.24015422,5907809,No data available,,,,,,,,,,,,,,,,,,,,,,-120.0214875,21,
9551,No data available,,,55.32412112,5951831,No data available,,,,,,,,,,,,,,,,,,,,,,-126.643914,21,
9552,No data available,,,55.0291185,5949819,No data available,,,,,,,,,,,,,,,,,,,,,,-127.3388983,21,
9561,No data available,,,54.81683055,5951829,No data available,,,,,,,,,,,,,,,,,,,,,,-126.1488715,21,
9562,No data available,,,55.32326715,5951828,No data available,,,,,,,,,,,,,,,,,,,,,,-126.6200903,21,
9563,No data available,,,54.49098575,5951847,No data available,,,,,,,,,,,,,,,,,,,,,,-125.6477952,21,
9564,No data available,,,52.98812763,5941881,No data available,,,,,,,,,,,,,,,,,,,,,,-123.811614,21,
9565,No data available,,,51.99704601,5941849,No data available,,,,,,,,,,,,,,,,,,,,,,-122.5547494,21,
9566,No data available,,,49.18834968,5915809,No data available,,,,,,,,,,,,,,,,,,,,,,-122.6952912,21,
10132,No data available,,,51.17867542,5933074,No data available,,,,,,,,,,,,,,,,,,,,,,-120.1254494,21,
9569,No data available,,,50.62885339,5933828,No data available,,,,,,,,,,,,,,,,,,,,,,-121.3261737,21,
9570,No data available,,,48.34148168,5917809,No data available,,,,,,,,,,,,,,,,,,,,,,-123.5995349,21,
10189,No data available,,,49.33140572,5915036,No data available,,,,,,,,,,,,,,,,,,,,,,-122.9054952,21,
9571,No data available,,,52.15777674,5945801,No data available,,,,,,,,,,,,,,,,,,,,,,-128.1541838,21,
9575,No data available,,,52.37788509,5945802,No data available,,,,,,,,,,,,,,,,,,,,,,-126.7271726,21,
9576,No data available,,,52.92032349,5941861,No data available,,,,,,,,,,,,,,,,,,,,,,-125.4055931,21,
9577,No data available,,,54.57017334,5951805,No data available,,,,,,,,,,,,,,,,,,,,,,-124.5022514,21,
9581,No data available,,,49.18345761,5907806,No data available,,,,,,,,,,,,,,,,,,,,,,-119.7319355,21,
9582,No data available,,,56.70414165,5955803,No data available,,,,,,,,,,,,,,,,,,,,,,-121.0916181,21,
9583,No data available,,,50.84010517,5933812,No data available,,,,,,,,,,,,,,,,,,,,,,-121.3732084,21,
9584,No data available,,,49.98906142,5909850,No data available,,,,,,,,,,,,,,,,,,,,,,-121.4909318,21,
9585,No data available,,,50.05567407,5933897,No data available,,,,,,,,,,,,,,,,,,,,,,-121.5434439,21,
9586,No data available,,,49.82871688,5909836,No data available,,,,,,,,,,,,,,,,,,,,,,-121.4289539,21,
9641,No data available,,,49.37376008,5915062,No data available,,,,,,,,,,,,,,,,,,,,,,-123.3693817,21,
9587,No data available,,,50.79615924,5931813,No data available,,,,,,,,,,,,,,,,,,,,,,-122.0348916,21,
9590,No data available,,,49.9110815,5909847,No data available,,,,,,,,,,,,,,,,,,,,,,-121.4458214,21,
9591,No data available,,,55.03037311,5949820,No data available,,,,,,,,,,,,,,,,,,,,,,-127.3182382,21,
9567,No data available,,,54.73673835,5951051,No data available,,,,,,,,,,,,,,,,,,,,,,-127.2653279,21,
9801,No data available,,,54.38092907,5951028,No data available,,,,,,,,,,,,,,,,,,,,,,-125.7629872,21,
9797,No data available,,,55.19606249,5951015,No data available,,,,,,,,,,,,,,,,,,,,,,-125.0159732,21,
9798,No data available,,,53.84013603,5951017,No data available,,,,,,,,,,,,,,,,,,,,,,-124.8489496,21,
9802,No data available,,,53.56206153,5951031,No data available,,,,,,,,,,,,,,,,,,,,,,-126.2226054,21,
9799,No data available,,,53.82167936,5951019,No data available,,,,,,,,,,,,,,,,,,,,,,-123.9626418,21,
9568,No data available,,,54.92401663,5951053,No data available,,,,,,,,,,,,,,,,,,,,,,-127.0220643,21,
10143,No data available,,,49.24737066,5915025,No data available,,,,,,,,,,,,,,,,,,,,,,-122.9652094,21,
9800,No data available,,,54.22493287,5951022,No data available,,,,,,,,,,,,,,,,,,,,,,-125.7234222,21,
9592,No data available,,,54.2349995,5951815,No data available,,,,,,,,,,,,,,,,,,,,,,-125.7680609,21,
9593,No data available,,,49.30940798,5915806,No data available,,,,,,,,,,,,,,,,,,,,,,-122.9787542,21,
10030,No data available,,,50.79792534,5933024,No data available,,,,,,,,,,,,,,,,,,,,,,-121.3190535,21,
10035,No data available,,,50.00489919,5924034,No data available,,,,,,,,,,,,,,,,,,,,,,-125.2954267,21,
9594,No data available,,,50.03681982,5924804,No data available,,,,,,,,,,,,,,,,,,,,,,-125.2487228,21,
9929,No data available,,,50.16516123,5901043,No data available,,,,,,,,,,,,,,,,,,,,,,-115.8214313,21,
9595,No data available,,,51.77835779,5941802,No data available,,,,,,,,,,,,,,,,,,,,,,-120.9816627,21,
9596,No data available,,,51.74311418,5941813,No data available,,,,,,,,,,,,,,,,,,,,,,-121.1314128,21,
9597,No data available,,,51.79583699,5941803,No data available,,,,,,,,,,,,,,,,,,,,,,-121.4727336,21,
9598,No data available,,,51.46984624,5933814,No data available,,,,,,,,,,,,,,,,,,,,,,-122.1520266,21,
9599,No data available,,,51.43004814,5933821,No data available,,,,,,,,,,,,,,,,,,,,,,-122.0305453,21,
9601,No data available,,,51.533526,5941804,No data available,,,,,,,,,,,,,,,,,,,,,,-122.2364703,21,
9602,No data available,,,50.01340654,5924817,No data available,,,,,,,,,,,,,,,,,,,,,,-125.1893519,21,
9603,No data available,,,49.32078815,5915808,No data available,,,,,,,,,,,,,,,,,,,,,,-123.1319987,21,
9573,No data available,,,52.74662764,5941019,No data available,,,,,,,,,,,,,,,,,,,,,,-122.3430918,21,
10004,No data available,,,53.1653503,5941021,No data available,,,,,,,,,,,,,,,,,,,,,,-122.6485911,21,
10125,No data available,,,53.12088784,5941026,No data available,,,,,,,,,,,,,,,,,,,,,,-121.5604889,21,
9669,No data available,,,52.370798,5941010,No data available,,,,,,,,,,,,,,,,,,,,,,-122.1978749,21,
9670,No data available,,,51.82293822,5941012,No data available,,,,,,,,,,,,,,,,,,,,,,-122.1286468,21,
9554,No data available,,,52.47778749,5941014,No data available,,,,,,,,,,,,,,,,,,,,,,-121.203084,21,
9559,No data available,,,51.76358918,5941015,No data available,,,,,,,,,,,,,,,,,,,,,,-121.5529047,21,
9560,No data available,,,51.89366861,5941016,No data available,,,,,,,,,,,,,,,,,,,,,,-120.7264467,21,
10126,No data available,,,53.0027839,5941027,No data available,,,,,,,,,,,,,,,,,,,,,,-123.6448914,21,
10127,No data available,,,52.11853649,5941039,No data available,,,,,,,,,,,,,,,,,,,,,,-124.7216691,21,
10128,No data available,,,51.87392332,5941041,No data available,,,,,,,,,,,,,,,,,,,,,,-123.0654128,21,
9572,No data available,,,51.55857397,5941017,No data available,,,,,,,,,,,,,,,,,,,,,,-120.9115968,21,
9604,No data available,,,49.49156078,5901805,No data available,,,,,,,,,,,,,,,,,,,,,,-115.5652193,21,
9889,No data available,,,49.30094789,5903045,No data available,,,,,,,,,,,,,,,,,,,,,,-117.6714774,21,
9605,No data available,,,50.67286152,5931814,No data available,,,,,,,,,,,,,,,,,,,,,,-121.9331508,21,
9621,No data available,,,51.93514259,5945006,No data available,,,,,,,,,,,,,,,,,,,,,,-127.5735992,21,
9622,No data available,,,52.31331033,5945010,No data available,,,,,,,,,,,,,,,,,,,,,,-125.9979551,21,
9623,No data available,,,52.37148549,5945012,No data available,,,,,,,,,,,,,,,,,,,,,,-126.6471198,21,
9624,No data available,,,52.42318242,5945014,No data available,,,,,,,,,,,,,,,,,,,,,,-126.7749248,21,
9960,No data available,,,49.45600061,5903010,No data available,,,,,,,,,,,,,,,,,,,,,,-116.7839815,21,
9962,No data available,,,49.22967195,5903013,No data available,,,,,,,,,,,,,,,,,,,,,,-116.3065589,21,
9635,No data available,,,49.1081517,5903017,No data available,,,,,,,,,,,,,,,,,,,,,,-116.7496817,21,
9859,No data available,,,50.35090306,5903039,No data available,,,,,,,,,,,,,,,,,,,,,,-116.9840631,21,
9860,No data available,,,49.53223526,5903041,No data available,,,,,,,,,,,,,,,,,,,,,,-117.1243662,21,
9861,No data available,,,49.58330125,5903043,No data available,,,,,,,,,,,,,,,,,,,,,,-117.3303584,21,
9713,No data available,,,49.19500619,5903047,No data available,,,,,,,,,,,,,,,,,,,,,,-117.2496179,21,
9891,No data available,,,49.8529305,5903052,No data available,,,,,,,,,,,,,,,,,,,,,,-117.5316011,21,
9805,No data available,,,49.3845126,5903056,No data available,,,,,,,,,,,,,,,,,,,,,,-117.6062209,21,
9806,No data available,,,49.43323193,5903058,No data available,,,,,,,,,,,,,,,,,,,,,,-117.9638569,21,
9807,No data available,,,50.17486133,5903060,No data available,,,,,,,,,,,,,,,,,,,,,,-117.9601725,21,
9525,No data available,,,49.91695822,5935012,No data available,,,,,,,,,,,,,,,,,,,,,,-119.1946201,21,
9506,No data available,,,49.99195395,5935020,No data available,,,,,,,,,,,,,,,,,,,,,,-119.7140279,21,
10191,No data available,,,48.58159933,5917015,No data available,,,,,,,,,,,,,,,,,,,,,,-123.42092,21,
9606,No data available,,,52.30544175,5941827,No data available,,,,,,,,,,,,,,,,,,,,,,-124.223557,21,
10096,No data available,,,50.84384454,5933054,No data available,,,,,,,,,,,,,,,,,,,,,,-119.6893688,21,
9607,No data available,,,49.37371205,5909804,No data available,,,,,,,,,,,,,,,,,,,,,,-121.5427958,21,
9608,No data available,,,49.82561575,5931801,No data available,,,,,,,,,,,,,,,,,,,,,,-123.2047467,21,
9614,No data available,,,49.19721432,5909837,No data available,,,,,,,,,,,,,,,,,,,,,,-121.7692332,21,
9615,No data available,,,49.29503362,5909839,No data available,,,,,,,,,,,,,,,,,,,,,,-121.9114248,21,
9616,No data available,,,49.40873033,5929801,No data available,,,,,,,,,,,,,,,,,,,,,,-123.4995264,21,
9617,No data available,,,49.01248744,5919804,No data available,,,,,,,,,,,,,,,,,,,,,,-123.7850873,21,
9619,No data available,,,49.87472486,5924805,No data available,,,,,,,,,,,,,,,,,,,,,,-126.9772175,21,
9620,No data available,,,53.9411469,5951818,No data available,,,,,,,,,,,,,,,,,,,,,,-125.7811881,21,
10137,No data available,,,55.69213484,5955010,No data available,,,,,,,,,,,,,,,,,,,,,,-121.7678605,21,
9625,No data available,,,51.41306196,5941828,No data available,,,,,,,,,,,,,,,,,,,,,,-124.1137267,21,
9626,No data available,,,51.42213643,5941829,No data available,,,,,,,,,,,,,,,,,,,,,,-124.0996207,21,
9628,No data available,,,50.6367766,5931815,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8007297,21,
10217,No data available,,,49.14264212,5909020,No data available,,,,,,,,,,,,,,,,,,,,,,-121.9295005,21,
9629,No data available,,,49.03449456,5907805,No data available,,,,,,,,,,,,,,,,,,,,,,-119.7209759,21,
9630,No data available,,,50.45423782,5933810,No data available,,,,,,,,,,,,,,,,,,,,,,-121.3404242,21,
9631,No data available,,,49.35301767,5907807,No data available,,,,,,,,,,,,,,,,,,,,,,-120.0780235,21,
9632,No data available,,,50.86214513,5939801,No data available,,,,,,,,,,,,,,,,,,,,,,-119.5882936,21,
9633,No data available,,,48.97853947,5923804,No data available,,,,,,,,,,,,,,,,,,,,,,-125.574828,21,
10111,No data available,,,51.64434204,5933067,No data available,,,,,,,,,,,,,,,,,,,,,,-120.0091277,21,
10031,No data available,,,51.10674587,5933028,No data available,,,,,,,,,,,,,,,,,,,,,,-121.5694596,21,
9637,No data available,,,52.9891854,5941835,No data available,,,,,,,,,,,,,,,,,,,,,,-123.8430082,21,
9695,No data available,,,50.22771325,5937010,No data available,,,,,,,,,,,,,,,,,,,,,,-119.1747272,21,
9642,No data available,,,50.03439964,5933801,No data available,,,,,,,,,,,,,,,,,,,,,,-120.857288,21,
9643,No data available,,,48.62260753,5917801,No data available,,,,,,,,,,,,,,,,,,,,,,-123.4562153,21,
9644,No data available,,,50.4132846,5901804,No data available,,,,,,,,,,,,,,,,,,,,,,-115.9101185,21,
9665,No data available,,,51.59459577,5939011,No data available,,,,,,,,,,,,,,,,,,,,,,-117.3263301,21,
9667,No data available,,,51.30450324,5939023,No data available,,,,,,,,,,,,,,,,,,,,,,-118.1517288,21,
9531,No data available,,,50.85788287,5939037,No data available,,,,,,,,,,,,,,,,,,,,,,-119.2701683,21,
9532,No data available,,,50.55949865,5939039,No data available,,,,,,,,,,,,,,,,,,,,,,-119.4324954,21,
9964,No data available,,,50.98388489,5939043,No data available,,,,,,,,,,,,,,,,,,,,,,-118.7232949,21,
9533,No data available,,,51.21722461,5939044,No data available,,,,,,,,,,,,,,,,,,,,,,-119.0689616,21,
10193,No data available,,,48.42659069,5917041,No data available,,,,,,,,,,,,,,,,,,,,,,-123.4822287,21,
9649,No data available,,,49.69532574,5926005,No data available,,,,,,,,,,,,,,,,,,,,,,-124.9097732,21,
9645,No data available,,,49.67978381,5926801,No data available,,,,,,,,,,,,,,,,,,,,,,-124.9547954,21,
9651,No data available,,,49.54358591,5926021,No data available,,,,,,,,,,,,,,,,,,,,,,-124.8171607,21,
10205,No data available,,,49.72819045,5926022,No data available,,,,,,,,,,,,,,,,,,,,,,-124.8725672,21,
10206,No data available,,,49.73095308,5926024,No data available,,,,,,,,,,,,,,,,,,,,,,-125.2261734,21,
10188,No data available,,,49.29733353,5915034,No data available,,,,,,,,,,,,,,,,,,,,,,-122.7715117,21,
9646,No data available,,,49.23039455,5915805,No data available,,,,,,,,,,,,,,,,,,,,,,-122.80504,21,
9647,No data available,,,49.2473945,5915804,No data available,,,,,,,,,,,,,,,,,,,,,,-122.7928806,21,
9648,No data available,,,55.03943308,5949810,No data available,,,,,,,,,,,,,,,,,,,,,,-127.3397705,21,
9650,No data available,,,49.69747103,5926010,No data available,,,,,,,,,,,,,,,,,,,,,,-124.9769436,21,
9652,No data available,,,48.76621954,5919822,No data available,,,,,,,,,,,,,,,,,,,,,,-123.6695466,21,
9653,No data available,,,48.82800987,5919812,No data available,,,,,,,,,,,,,,,,,,,,,,-124.0729008,21,
9539,No data available,,,48.61515225,5919043,No data available,,,,,,,,,,,,,,,,,,,,,,-123.5428462,21,
9540,No data available,,,48.64830604,5919046,No data available,,,,,,,,,,,,,,,,,,,,,,-123.7195443,21,
9810,No data available,,,48.69915595,5919049,No data available,,,,,,,,,,,,,,,,,,,,,,-123.5639615,21,
9535,No data available,,,48.80551865,5919013,No data available,,,,,,,,,,,,,,,,,,,,,,-123.6182658,21,
9580,No data available,,,48.7770039,5919051,No data available,,,,,,,,,,,,,,,,,,,,,,-123.7891829,21,
9537,No data available,,,48.73764152,5919033,No data available,,,,,,,,,,,,,,,,,,,,,,-124.3636789,21,
9812,No data available,,,49.01268971,5919015,No data available,,,,,,,,,,,,,,,,,,,,,,-123.7585632,21,
9814,No data available,,,49.01769094,5919017,No data available,,,,,,,,,,,,,,,,,,,,,,-123.8641581,21,
9538,No data available,,,48.95476741,5919035,No data available,,,,,,,,,,,,,,,,,,,,,,-124.3473058,21,
10164,No data available,,,49.53791274,5901022,No data available,,,,,,,,,,,,,,,,,,,,,,-115.768677,21,
9959,No data available,,,49.1057196,5903004,No data available,,,,,,,,,,,,,,,,,,,,,,-116.5143277,21,
9654,No data available,,,49.05717578,5903807,No data available,,,,,,,,,,,,,,,,,,,,,,-116.5294453,21,
9892,No data available,,,49.62975494,5926014,No data available,,,,,,,,,,,,,,,,,,,,,,-125.043704,21,
10249,No data available,,,55.75489843,5955014,No data available,,,,,,,,,,,,,,,,,,,,,,-120.2297138,21,
9655,No data available,,,50.59499699,5943807,No data available,,,,,,,,,,,,,,,,,,,,,,-126.5937703,21,
9656,No data available,,,58.47286289,5949845,No data available,,,,,,,,,,,,,,,,,,,,,,-130.0263272,21,
9659,No data available,,,59.28840486,5957820,No data available,,,,,,,,,,,,,,,,,,,,,,-129.2925991,21,
9677,No data available,,,52.2607891,5941805,No data available,,,,,,,,,,,,,,,,,,,,,,-122.0925281,21,
10172,No data available,,,49.07708489,5915011,No data available,,,,,,,,,,,,,,,,,,,,,,-123.0780657,21,
9678,No data available,,,51.5872197,5941806,No data available,,,,,,,,,,,,,,,,,,,,,,-122.2046894,21,
9679,No data available,,,51.595395,5941807,No data available,,,,,,,,,,,,,,,,,,,,,,-122.092524,21,
9680,No data available,,,56.57392216,5955804,No data available,,,,,,,,,,,,,,,,,,,,,,-120.4914044,21,
9681,No data available,,,53.7744063,5947807,No data available,,,,,,,,,,,,,,,,,,,,,,-130.4372237,21,
9682,No data available,,,49.75782793,5909842,No data available,,,,,,,,,,,,,,,,,,,,,,-122.1678101,21,
9683,No data available,,,50.16637072,5933802,No data available,,,,,,,,,,,,,,,,,,,,,,-120.2815387,21,
9685,No data available,,,52.97127511,5941886,No data available,,,,,,,,,,,,,,,,,,,,,,-122.4292502,21,
9686,No data available,,,50.00941356,5935801,No data available,,,,,,,,,,,,,,,,,,,,,,-119.396041,21,
9534,No data available,,,48.77940207,5919012,No data available,,,,,,,,,,,,,,,,,,,,,,-123.7021636,21,
9688,No data available,,,54.41985951,5951821,No data available,,,,,,,,,,,,,,,,,,,,,,-126.1348211,21,
9690,No data available,,,54.88015295,5951814,No data available,,,,,,,,,,,,,,,,,,,,,,-125.1292751,21,
10162,No data available,,,49.68294083,5901017,No data available,,,,,,,,,,,,,,,,,,,,,,-114.7739707,21,
10163,No data available,,,49.21139238,5901019,No data available,,,,,,,,,,,,,,,,,,,,,,-115.1937162,21,
10135,No data available,,,49.50509677,5901035,No data available,,,,,,,,,,,,,,,,,,,,,,-115.5923982,21,
10136,No data available,,,49.80598803,5901037,No data available,,,,,,,,,,,,,,,,,,,,,,-116.0574996,21,
9930,No data available,,,50.32230566,5901046,No data available,,,,,,,,,,,,,,,,,,,,,,-115.7995367,21,
9931,No data available,,,50.81429538,5901048,No data available,,,,,,,,,,,,,,,,,,,,,,-116.1822789,21,
9691,No data available,,,55.8441848,5955801,No data available,,,,,,,,,,,,,,,,,,,,,,-121.6370554,21,
9701,No data available,,,48.58803304,5917803,No data available,,,,,,,,,,,,,,,,,,,,,,-123.3880858,21,
9702,No data available,,,49.98291396,5924836,No data available,,,,,,,,,,,,,,,,,,,,,,-126.8616651,21,
9703,No data available,,,49.02503823,5923805,No data available,,,,,,,,,,,,,,,,,,,,,,-125.0449624,21,
10165,No data available,,,50.06202986,5901003,No data available,,,,,,,,,,,,,,,,,,,,,,-114.876918,21,
10081,No data available,,,50.5550231,5937033,No data available,,,,,,,,,,,,,,,,,,,,,,-119.1438983,21,
9704,No data available,,,50.52921801,5937802,No data available,,,,,,,,,,,,,,,,,,,,,,-119.1453369,21,
9705,No data available,,,50.46521086,5933899,No data available,,,,,,,,,,,,,,,,,,,,,,-121.3132301,21,
9706,No data available,,,49.07205513,5923823,No data available,,,,,,,,,,,,,,,,,,,,,,-125.7820054,21,
9707,No data available,,,48.44451459,5917811,No data available,,,,,,,,,,,,,,,,,,,,,,-123.4298155,21,
10192,No data available,,,48.43041291,5917040,No data available,,,,,,,,,,,,,,,,,,,,,,-123.4136853,21,
9708,No data available,,,48.71368994,5919820,No data available,,,,,,,,,,,,,,,,,,,,,,-123.6079546,21,
9709,No data available,,,53.21385334,5941866,No data available,,,,,,,,,,,,,,,,,,,,,,-123.5049886,21,
10161,No data available,,,49.50653499,5901012,No data available,,,,,,,,,,,,,,,,,,,,,,-115.0611826,21,
9710,No data available,,,56.90356345,5955840,No data available,,,,,,,,,,,,,,,,,,,,,,-124.9728643,21,
9711,No data available,,,52.35805236,5941871,No data available,,,,,,,,,,,,,,,,,,,,,,-125.157084,21,
9714,No data available,,,59.49495904,5957803,No data available,,,,,,,,,,,,,,,,,,,,,,-133.6478519,21,
9715,No data available,,,58.28563125,5959805,No data available,,,,,,,,,,,,,,,,,,,,,,-121.7259909,21,
9716,No data available,,,54.01660196,5953801,No data available,,,,,,,,,,,,,,,,,,,,,,-122.6255279,21,
9717,No data available,,,58.7870509,5959806,No data available,,,,,,,,,,,,,,,,,,,,,,-122.5430814,21,
9718,No data available,,,50.69548178,5943804,No data available,,,,,,,,,,,,,,,,,,,,,,-127.4056195,21,
9796,No data available,,,54.47074587,5951013,No data available,,,,,,,,,,,,,,,,,,,,,,-124.2270182,21,
9902,No data available,,,56.24390563,5955034,No data available,,,,,,,,,,,,,,,,,,,,,,-120.8266222,21,
9719,No data available,,,57.42748003,5955807,No data available,,,,,,,,,,,,,,,,,,,,,,-125.632375,21,
9720,No data available,,,50.73563563,5931816,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8625144,21,
9721,No data available,,,50.75844558,5931818,No data available,,,,,,,,,,,,,,,,,,,,,,-121.9218507,21,
9722,No data available,,,50.72079219,5931819,No data available,,,,,,,,,,,,,,,,,,,,,,-121.909609,21,
9723,No data available,,,50.68650527,5931820,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8078574,21,
9724,No data available,,,50.7412843,5931842,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8789639,21,
9725,No data available,,,50.74478873,5931825,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8649707,21,
9726,No data available,,,50.77889371,5931817,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8389264,21,
9727,No data available,,,50.76248527,5931834,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8331444,21,
9731,No data available,,,50.70639373,5931822,No data available,,,,,,,,,,,,,,,,,,,,,,-121.8366415,21,
9732,No data available,,,54.00900691,5951822,No data available,,,,,,,,,,,,,,,,,,,,,,-125.9530234,21,
9785,No data available,,,54.05837117,5951009,No data available,,,,,,,,,,,,,,,,,,,,,,-124.8516748,21,
10215,No data available,,,49.91427834,5909014,No data available,,,,,,,,,,,,,,,,,,,,,,-121.686253,21,
10216,No data available,,,49.35598397,5909016,No data available,,,,,,,,,,,,,,,,,,,,,,-121.2649642,21,
9543,No data available,,,49.71610034,5909048,No data available,,,,,,,,,,,,,,,,,,,,,,-122.1431152,21,
10220,No data available,,,49.22143209,5909034,No data available,,,,,,,,,,,,,,,,,,,,,,-121.6319583,21,
9542,No data available,,,49.07438084,5909036,No data available,,,,,,,,,,,,,,,,,,,,,,-121.5965479,21,
9816,No data available,,,49.57141954,5909060,No data available,,,,,,,,,,,,,,,,,,,,,,-122.4819001,21,
9817,No data available,,,49.16181181,5909062,No data available,,,,,,,,,,,,,,,,,,,,,,-122.1304935,21,
9541,No data available,,,49.03274224,5909035,No data available,,,,,,,,,,,,,,,,,,,,,,-121.9820268,21,
9870,No data available,,,54.05954318,5953038,No data available,,,,,,,,,,,,,,,,,,,,,,-123.0866866,21,
9871,No data available,,,53.62267875,5953042,No data available,,,,,,,,,,,,,,,,,,,,,,-123.0620623,21,
9872,No data available,,,53.73985935,5953044,No data available,,,,,,,,,,,,,,,,,,,,,,-122.5512925,21,
9873,No data available,,,53.48609182,5953046,No data available,,,,,,,,,,,,,,,,,,,,,,-122.4803359,21,
9874,No data available,,,53.98423298,5953048,No data available,,,,,,,,,,,,,,,,,,,,,,-121.4914065,21,
9898,No data available,,,54.87433759,5953050,No data available,,,,,,,,,,,,,,,,,,,,,,-122.9071365,21,
9867,No data available,,,53.11505352,5953019,No data available,,,,,,,,,,,,,,,,,,,,,,-119.7069936,21,
9809,No data available,,,49.11075763,5905005,No data available,,,,,,,,,,,,,,,,,,,,,,-117.5506852,21,
9733,No data available,,,49.00626033,5917805,No data available,,,,,,,,,,,,,,,,,,,,,,-123.5850685,21,
9734,No data available,,,51.43569988,5941884,No data available,,,,,,,,,,,,,,,,,,,,,,-124.0501393,21,
10232,No data available,,,49.40138613,5929005,No data available,,,,,,,,,,,,,,,,,,,,,,-123.5142258,21,
9735,No data available,,,55.27159161,5949812,No data available,,,,,,,,,,,,,,,,,,,,,,-127.6772612,21,
9736,No data available,,,55.26553544,5949815,No data available,,,,,,,,,,,,,,,,,,,,,,-128.0753435,21,
