CENSUS_SUB,TOURISM_REGION_ID,LGL_ADMIN_AREA_ID,ECONOMIC_REGION_ID,MOF_FIRE_ZONE_ID,TSUNAMI_NOTIFY_ZONE_ID,LOCAL_HLTH_AREA_CODE,HLTH_AUTHORITY_CODE,ADMIN_AREA_SID,Natural Resource Region ID
5917049,A,257,5910,431,8085,412,4,334,5
5917052,A,257,5910,431,8084,412,4,334,5
5917021,A,257,5910,431,8084,411,4,333,5
5945006,E,274,5910,415,8082,336,3,356,5
5945010,E,274,5910,415,,336,3,356,5
5945012,E,274,5910,415,,336,3,356,5
5945014,E,274,5910,415,8082,336,3,356,5
5945801,E,274,5910,415,8082,337,3,356,5
5945802,E,274,5910,415,8082,336,3,356,5
5945803,E,274,5910,415,,336,3,356,5
5926005,A,280,5910,415,8085,431,4,340,5
5926010,A,280,5910,415,8085,431,4,340,5
5926021,A,280,5910,432,8085,431,4,340,5
5926801,A,280,5910,415,8085,431,4,340,5
5926802,A,280,5910,415,,431,4,340,5
5926014,A,280,5910,415,,431,4,340,5
5926022,A,280,5910,415,8085,431,4,340,5
5926024,A,280,5910,415,8085,431,4,340,5
5919012,A,287,5910,431,,421,4,346,5
5919013,A,287,5910,431,8085,421,4,346,5
5919021,A,287,5910,431,8085,423,4,337,5
5919033,A,287,5910,431,8083,422,4,346,5
5919035,A,287,5910,431,,422,4,346,5
5919043,A,287,5910,431,8085,421,4,346,5
5919046,A,287,5910,431,,421,4,346,5
5919813,A,287,5910,432,8085,423,4,337,5
5919814,A,287,5910,432,,422,4,346,5
5919815,A,287,5910,431,8085,421,4,346,5
5919816,A,287,5910,432,8085,423,4,337,5
5919817,A,287,5910,432,8085,423,4,337,5
5919818,A,287,5910,431,8085,421,4,346,5
5919820,A,287,5910,431,,421,4,346,5
5919821,A,287,5910,431,,421,4,346,5
5919051,A,287,5910,431,,421,4,346,5
5919801,A,287,5910,431,,421,4,346,5
5919802,A,287,5910,431,,423,4,346,5
5919803,A,287,5910,431,,421,4,346,5
5919804,A,287,5910,432,8085,423,4,337,5
5919808,A,287,5910,431,8085,421,4,346,5
5919809,A,287,5910,431,8085,423,4,346,5
5919811,A,287,5910,432,8085,423,4,337,5
5919812,A,287,5910,431,,422,4,346,5
5919822,A,287,5910,431,8085,421,4,346,5
5919049,A,287,5910,431,8085,421,4,346,5
5919015,A,287,5910,431,8085,423,4,337,5
5919016,A,287,5910,431,,422,4,346,5
5919017,A,287,5910,432,8085,423,4,337,5
5919008,A,287,5910,431,8085,421,4,346,5
5943837,A,301,5910,415,8082,434,4,352,5
5943023,A,301,5910,415,8082,434,4,352,5
5943027,A,301,5910,415,8083,434,4,352,5
5943031,A,301,5910,415,8082,434,4,352,5
5943033,A,301,5910,415,8085,434,4,352,5
5943037,A,301,5910,415,8082,434,4,352,5
5943804,A,301,5910,415,,434,4,352,5
5943806,A,301,5910,415,8082,434,4,352,5
5943807,A,301,5910,415,8082,434,4,352,5
5943008,A,301,5910,415,8082,434,4,352,5
5943012,A,301,5910,415,8082,434,4,352,5
5943017,A,301,5910,415,8083,434,4,352,5
5943815,A,301,5910,415,,434,4,352,5
5943808,A,301,5910,415,8082,434,4,352,5
5943809,A,301,5910,415,8082,434,4,352,5
5943813,A,301,5910,415,,434,4,352,5
5943816,A,301,5910,415,,434,4,352,5
5943817,A,301,5910,415,8082,434,4,352,5
5943826,A,301,5910,415,,434,4,352,5
5943835,A,301,5910,415,,434,4,352,5
5943836,A,301,5910,415,8082,434,4,352,5
5921007,A,310,5910,432,8085,424,4,337,5
5921018,A,310,5910,432,8085,425,4,338,5
5921023,A,310,5910,432,8085,425,4,338,5
5921030,A,310,5910,432,8085,425,4,338,5
5921804,A,310,5910,432,8085,424,4,337,5
5921805,A,310,5910,432,8085,424,4,337,5
5921806,A,310,5910,432,8085,425,4,338,5
5921807,A,310,5910,432,8085,424,4,337,5
5921008,A,310,5910,432,8085,424,4,337,5
5921010,A,310,5910,432,8085,424,4,337,5
5921014,A,310,5910,432,8085,424,4,337,5
5921016,A,310,5910,432,8085,424,4,337,5
5921032,A,310,5910,432,,425,4,338,5
5921034,A,310,5910,432,8085,425,4,338,5
5921036,A,310,5910,432,8085,425,4,338,5
5927012,B,322,5910,407,8085,334,3,321,6
5927008,B,322,5910,407,8085,334,3,321,6
5927010,B,322,5910,407,8085,334,3,321,6
5927016,B,322,5910,407,8085,334,3,321,6
5927018,B,322,5910,407,8085,334,3,321,6
5927802,B,322,5910,407,8085,334,3,321,6
5927806,B,322,5910,407,8085,334,3,321,6
5927020,B,322,5910,432,8085,425,4,338,5
5929018,B,329,5920,407,8085,333,3,320,6
5929022,B,329,5920,407,8085,333,3,320,6
5929801,B,329,5920,407,8085,333,3,320,6
5929803,B,329,5920,407,8085,333,3,320,6
5929024,B,329,5920,407,8085,333,3,320,6
5929026,B,329,5920,407,8085,333,3,320,6
5929028,B,329,5920,407,8085,333,3,320,6
5929005,B,329,5920,407,8085,333,3,320,6
5929011,B,329,5920,407,8085,333,3,320,6
5924052,A,337,5910,407,8085,432,4,341,6
5924054,A,337,5910,407,8085,432,4,341,6
5924818,A,337,5910,407,8085,432,4,341,6
5924820,A,337,5910,407,8085,432,4,341,6
5924804,A,337,5910,415,8085,432,4,341,5
5924805,A,337,5910,415,8083,433,4,351,5
5924806,A,337,5910,415,8083,433,4,351,5
5924812,A,337,5910,415,,432,4,341,5
5924813,A,337,5910,415,8083,433,4,351,5
5924030,A,337,5910,415,8083,433,4,351,5
5924034,A,337,5910,415,8085,432,4,341,5
5924039,A,337,5910,415,8085,432,4,341,5
5924042,A,337,5910,415,8085,432,4,341,5
5924048,A,337,5910,415,8083,433,4,351,5
5924803,A,337,5910,415,8083,433,4,351,5
5924814,A,337,5910,415,8083,433,4,351,5
5924817,A,337,5910,415,8085,432,4,341,5
5924836,A,337,5910,415,,434,4,351,5
5924833,A,337,5910,415,8083,433,4,351,5
5924835,A,337,5910,415,,433,4,351,5
5924840,A,337,5910,415,,432,4,341,5
5924843,A,337,5910,415,,432,4,341,5
5924025,A,337,5910,415,8083,433,4,351,5
5924029,A,337,5910,415,8083,434,4,351,5
5959007,F,361,5980,425,,533,5,348,2
5957022,F,361,5970,426,,516,5,353,1
5957802,F,361,5970,426,,516,5,353,1
5957804,F,361,5970,426,,516,5,353,1
5957813,F,361,5970,426,,533,5,353,1
5957803,F,361,5970,426,,516,5,353,1
5957814,F,361,5970,426,,533,5,353,1
5957820,F,361,5970,426,,516,5,353,1
5959805,F,,5980,425,,533,5,348,2
5959806,F,,5980,425,,533,5,348,2
5959809,F,,5980,424,,533,5,348,2
5959810,F,,5980,425,,533,5,348,2
