CENSUS_SUB,TOURISM_REGION_ID,LGL_ADMIN_AREA_ID,ECONOMIC_REGION_ID,MOF_FIRE_ZONE_ID,TSUNAMI_NOTIFY_ZONE_ID,LOCAL_HLTH_AREA_CODE,HLTH_AUTHORITY_CODE,ADMIN_AREA_SID,Natural Resource Region ID
5941010,E,18,5950,428,,146,1,305,4
5941012,E,18,5950,428,,146,1,305,4
5941013,E,18,5950,430,,521,5,306,4
5941879,E,18,5950,429,,146,1,305,4
5941872,E,18,5950,428,,146,1,305,4
5941873,E,18,5950,428,,146,1,305,4
5941876,E,18,5950,429,,146,1,305,4
5941880,E,18,5950,429,,336,3,305,4
5941881,E,18,5950,430,,521,5,306,4
5941882,E,18,5950,430,,521,5,306,4
5941883,E,18,5950,429,,146,1,305,4
5941884,E,18,5950,429,,146,1,305,4
5941885,E,18,5950,428,,146,1,305,4
5941886,E,18,5950,430,,521,5,306,4
5941835,E,18,5950,430,,521,5,306,4
5941833,E,18,5950,430,,521,5,306,4
5941812,E,18,5950,428,,146,1,305,4
5941810,E,18,5950,428,,146,1,305,4
5941811,E,18,5950,428,,146,1,305,4
5941813,E,18,5950,427,,144,1,305,4
5941817,E,18,5950,429,,146,1,305,4
5941818,E,18,5950,429,,146,1,305,4
5941829,E,18,5950,429,,146,1,305,4
5941821,E,18,5950,429,,146,1,305,4
5941827,E,18,5950,429,,146,1,305,4
5941828,E,18,5950,429,,146,1,305,4
5941840,E,18,5950,429,,336,3,305,4
5941837,E,18,5950,430,,521,5,306,4
5941838,E,18,5950,429,,146,1,305,4
5941839,E,18,5950,429,,146,1,305,4
5941841,E,18,5950,429,,146,1,305,4
5941831,E,18,5950,429,,146,1,305,4
5941021,E,18,5950,430,,521,5,306,4
5941849,E,18,5950,428,,146,1,305,4
5941844,E,18,5950,429,,146,1,305,4
5941845,E,18,5950,429,,336,3,305,4
5941848,E,18,5950,429,,146,1,305,4
5941850,E,18,5950,428,,146,1,305,4
5941851,E,18,5950,429,,336,3,305,4
5941852,E,18,5950,430,,521,5,306,4
5941854,E,18,5950,429,,336,3,305,4
5941855,E,18,5950,427,,144,1,305,4
5941856,E,18,5950,429,,146,1,305,4
5941039,E,18,5950,429,,146,1,305,4
5941025,E,18,5950,430,,521,5,306,4
5941026,E,18,5950,430,,521,5,306,4
5941027,E,18,5950,430,,521,5,306,4
5941041,E,18,5950,428,,146,1,305,4
5941801,E,18,5950,428,,146,1,305,4
5941802,E,18,5950,427,,144,1,305,4
5941803,E,18,5950,427,,144,1,305,4
5941807,E,18,5950,428,,144,1,305,4
5941804,E,18,5950,428,,146,1,305,4
5941805,E,18,5950,428,,146,1,305,4
5941806,E,18,5950,428,,146,1,305,4
5941808,E,18,5950,429,,146,1,305,4
5941809,E,18,5950,430,,521,5,306,4
5941861,E,18,5950,430,,336,3,305,4
5941862,E,18,5950,430,,336,3,305,4
5941864,E,18,5950,430,,521,5,306,4
5941866,E,18,5950,430,,521,5,306,4
5941868,E,18,5950,428,,146,1,305,4
5941871,E,18,5950,429,,336,3,305,4
5953007,C,35,5950,416,,524,5,328,7
5953012,F,35,5950,416,,524,5,328,7
5953019,C,35,5950,416,,524,5,328,7
5953023,F,35,5950,417,,524,5,328,7
5953033,F,35,5950,423,,524,5,328,7
5953038,F,35,5950,417,,524,5,328,7
5953042,F,35,5950,417,,524,5,328,7
5953044,F,35,5950,417,,524,5,328,7
5953046,F,35,5950,417,,524,5,328,7
5953048,F,35,5950,417,,524,5,328,7
5953050,F,35,5950,417,,524,5,328,7
5953801,F,35,5950,417,,524,5,328,7
5953802,F,35,5950,417,,524,5,328,7
5949011,F,47,5960,421,,517,5,349,1
5949005,F,47,5960,421,8082,515,5,349,1
5949013,F,47,5960,421,,517,5,349,1
5949018,F,47,5960,421,,517,5,349,1
5949020,F,47,5960,421,8082,515,5,349,1
5949022,F,47,5960,419,,513,5,349,1
5949024,F,47,5960,419,,513,5,349,1
5949028,F,47,5960,419,,513,5,349,1
5949035,F,47,5960,421,8081,518,5,355,1
5949032,F,47,5960,421,8081,511,5,349,1
5949038,F,47,5960,426,,516,5,353,1
5949039,F,47,5960,421,8081,511,5,349,1
5949041,F,47,5960,426,8081,519,5,353,1
5949803,F,47,5960,421,8082,515,5,349,1
5949810,F,47,5960,419,,514,5,327,1
5949804,F,47,5960,421,,517,5,349,1
5949805,F,47,5960,421,,517,5,349,1
5949807,F,47,5960,421,,517,5,349,1
5949811,F,47,5960,419,,513,5,349,1
5949812,F,47,5960,419,,513,5,349,1
5949813,F,47,5960,419,,513,5,349,1
5949817,F,47,5960,419,,514,5,327,1
5949814,F,47,5960,419,,513,5,349,1
5949815,F,47,5960,419,,517,5,349,1
5949816,F,47,5960,419,,517,5,349,1
5949818,F,47,5960,419,,513,5,349,1
5949819,F,47,5960,419,,514,5,327,1
5949843,F,47,5960,426,,519,5,353,1
5949820,F,47,5960,419,,514,5,327,1
5949832,F,47,5960,426,,519,5,353,1
5949844,F,47,5960,421,,517,5,349,1
5949845,F,47,5960,426,,516,5,353,1
5949846,F,47,5960,426,,516,5,353,1
5949847,F,47,5960,426,,519,5,353,1
5949802,F,47,5960,415,8082,337,3,349,5
5955023,F,60,5980,420,,531,5,330,2
5955025,F,60,5980,420,,532,5,332,2
5955030,F,60,5980,424,,532,5,332,2
5955034,F,60,5980,424,,532,5,332,2
5955040,F,60,5980,424,,532,5,332,2
5955042,F,60,5980,424,,532,5,332,2
5955801,F,60,5980,420,,531,5,330,2
5955003,F,60,5980,420,,531,5,330,2
5955005,F,60,5980,420,,531,5,330,2
5955010,F,60,5980,420,,531,5,330,2
5955802,F,60,5980,420,,531,5,330,2
5955803,F,60,5980,424,,532,5,332,2
5955804,F,60,5980,424,,532,5,332,2
5955808,F,60,5980,424,,532,5,332,2
5955014,F,60,5980,420,,531,5,330,2
5955021,F,60,5980,420,,531,5,330,2
5955812,F,60,5980,423,,524,5,332,7
5955840,F,60,5980,423,,524,5,332,7
5955850,F,60,5980,423,,524,5,332,7
5955807,F,60,5980,423,,524,5,353,7
5947807,F,72,5960,421,8081,515,5,326,1
5947806,F,72,5960,421,8082,515,5,326,1
5947809,F,72,5960,421,8081,512,5,326,1
5947810,F,72,5960,421,8081,512,5,326,1
5947007,F,72,5960,421,8081,512,5,326,1
5947012,F,72,5960,421,8081,512,5,326,1
5947016,F,72,5960,421,8081,512,5,326,1
5947021,F,72,5960,421,8081,515,5,326,1
5947802,F,72,5960,421,,515,5,326,1
5947823,F,72,5960,402,,510,5,324,5
5947804,F,72,5960,402,8081,510,5,324,5
5947803,F,72,5960,402,8081,510,5,324,5
5947023,F,72,5960,402,8081,510,5,324,5
5947032,F,72,5960,402,8081,510,5,324,5
5947026,F,72,5960,402,8081,510,5,324,5
5947027,F,72,5960,402,8081,510,5,324,5
5947030,F,72,5960,402,8081,510,5,324,5
5935018,C,82,5930,403,,137,1,304,3
5935020,C,82,5930,403,,137,1,304,3
5935029,C,82,5930,403,,137,1,304,3
5935801,C,82,5930,403,,137,1,304,3
5935802,C,82,5930,403,,137,1,304,3
5935803,C,82,5930,403,,137,1,304,3
5935012,C,82,5930,403,,137,1,304,3
5935016,C,82,5930,412,,137,1,304,3
5935010,C,82,5930,403,,137,1,304,3
5909035,B,89,5920,402,,212,2,307,6
5909036,B,89,5920,402,,212,2,307,6
5909048,B,89,5920,402,,215,2,345,6
5909052,B,89,5920,402,,213,2,308,6
5909819,B,89,5920,402,,148,1,345,6
5909821,B,89,5920,402,,212,2,307,6
5909824,B,89,5920,402,,212,2,307,6
5909826,B,89,5920,402,,212,2,307,6
5909875,B,89,5920,405,,215,2,345,6
5909825,B,89,5920,402,,212,2,307,6
5909827,B,89,5920,402,,212,2,307,6
5909830,B,89,5920,402,,212,2,307,6
5909831,B,89,5920,402,,212,2,307,6
5909832,B,89,5920,402,,215,2,345,6
5909834,B,89,5920,402,,215,2,345,6
5909835,B,89,5920,402,,212,2,307,6
5909836,B,89,5920,402,,211,2,345,6
5909837,B,89,5920,402,,212,2,307,6
5909838,B,89,5920,402,,212,2,307,6
5909876,B,89,5920,402,,211,2,345,6
5909877,B,89,5920,402,,213,2,308,6
5909878,B,89,5920,402,,213,2,308,6
5909882,B,89,5920,402,,214,2,344,6
5909879,B,89,5920,402,,214,2,344,6
5909880,B,89,5920,402,,214,2,344,6
5909881,B,89,5920,402,,214,2,344,6
5909883,B,89,5920,405,,215,2,345,6
5909884,B,89,5920,402,,212,2,307,6
5909885,B,89,5920,402,,212,2,307,6
5909839,B,89,5920,402,,215,2,345,6
5909841,B,89,5920,402,,211,2,345,6
5909842,B,89,5920,405,,215,2,345,6
5909843,B,89,5920,402,,211,2,345,6
5909844,B,89,5920,402,,212,2,307,6
5909845,B,89,5920,405,,215,2,345,6
5909851,B,89,5920,402,,211,2,345,6
5909847,B,89,5920,402,,211,2,345,6
5909848,B,89,5920,405,,215,2,345,6
5909850,B,89,5920,402,,148,1,345,6
5909852,B,89,5920,405,,215,2,345,6
5909856,B,89,5920,402,,214,2,344,6
5909833,B,89,5920,402,,215,2,345,6
5909056,B,89,5920,402,,214,2,344,6
5909060,B,89,5920,402,,223,2,344,6
5909062,B,89,5920,402,,214,2,344,6
5909807,B,89,5920,402,,211,2,345,6
5909812,B,89,5920,402,,211,2,345,6
5909808,B,89,5920,402,,211,2,345,6
5909809,B,89,5920,402,,211,2,345,6
5909810,B,89,5920,402,,215,2,345,6
5909814,B,89,5920,402,,211,2,345,6
5909815,B,89,5920,402,,148,1,345,6
5909816,B,89,5920,402,,211,2,345,6
5909817,B,89,5920,402,,211,2,345,6
5909818,B,89,5920,402,,211,2,345,6
5909804,B,89,5920,402,,211,2,345,6
5909805,B,89,5920,402,,148,1,345,6
5909806,B,89,5920,402,,211,2,345,6
5909009,B,89,5920,402,,211,2,345,6
5909014,B,89,5920,402,,211,2,345,6
5909016,B,89,5920,402,,211,2,345,6
5909020,B,89,5920,402,,212,2,307,6
5909027,B,89,5920,402,,215,2,345,6
5909032,B,89,5920,402,,215,2,345,6
5909034,B,89,5920,402,,212,2,307,6
5915015,B,104,5920,402,8085,311,3,312,6
5915051,B,104,5920,402,8085,331,3,318,6
5915055,B,104,5920,402,8085,332,3,319,6
5915062,B,104,5920,402,8085,332,3,319,6
5915065,B,104,5920,405,8085,332,3,319,6
5915070,B,104,5920,402,,223,2,316,6
5915001,B,104,5920,402,,231,2,309,6
5915002,B,104,5920,402,,231,2,309,6
5915004,B,104,5920,402,8085,233,2,310,6
5915007,B,104,5920,402,8085,234,2,310,6
5915020,B,104,5920,402,8085,224,2,317,6
5915022,B,104,5920,402,8085,324,3,313,6
5915075,B,104,5920,402,,223,2,316,6
5915025,B,104,5920,402,8085,222,2,315,6
5915029,B,104,5920,402,,221,2,314,6
5915801,B,104,5920,402,8085,234,2,310,6
5915802,B,104,5920,402,8085,232,2,311,6
5915803,B,104,5920,402,8085,324,3,313,6
5915804,B,104,5920,402,,224,2,317,6
5915805,B,104,5920,402,,224,2,317,6
5915806,B,104,5920,402,8085,331,3,318,6
5915043,B,104,5920,402,8085,224,2,317,6
5915011,B,104,5920,402,8085,232,2,311,6
5915807,B,104,5920,402,8085,331,3,318,6
5915808,B,104,5920,402,8085,332,3,319,6
5915034,B,104,5920,402,,224,2,317,6
5915036,B,104,5920,402,8085,224,2,317,6
5915816,B,104,5920,402,,231,2,309,6
5915825,B,104,5920,402,,231,2,309,6
5915830,B,104,5920,402,,223,2,316,6
5915038,B,104,5920,402,8085,224,2,317,6
5915039,B,104,5920,402,,224,2,317,6
5915046,B,104,5920,402,8085,331,3,318,6
5915809,B,104,5920,402,,233,2,310,6
5915810,B,104,5920,402,,232,2,311,6
5915811,B,104,5920,402,8085,331,3,318,6
5915840,B,104,5920,402,,223,2,316,6
5915813,B,104,5920,402,,231,2,309,6
5907809,C,127,5930,403,,133,1,358,3
5907850,C,127,5930,404,,134,1,329,3
5907005,C,127,5930,403,,131,1,358,3
5907009,C,127,5930,403,,133,1,358,3
5907805,C,127,5930,403,,133,1,358,3
5907806,C,127,5930,403,,133,1,358,3
5907807,C,127,5930,404,,133,1,358,3
5907808,C,127,5930,403,,133,1,358,3
5907802,C,127,5930,403,,131,1,358,3
5907014,C,127,5930,403,,131,1,358,3
5907022,C,127,5930,403,,131,1,358,3
5907026,C,127,5930,403,,133,1,358,3
5907028,C,127,5930,403,,131,1,358,3
5907035,C,127,5930,403,,138,1,357,3
5907055,C,127,5930,404,,134,1,329,3
5907024,C,127,5930,404,,134,1,329,3
5907051,C,127,5930,403,,138,1,357,3
5907053,C,127,5930,403,,133,1,358,3
5907801,C,127,5930,403,,133,1,358,3
5907048,C,127,5930,403,,132,1,357,3
5907049,C,127,5930,403,,132,1,357,3
5907041,C,127,5930,403,,132,1,357,3
5907047,C,127,5930,403,,131,1,358,3
5907803,C,127,5930,403,,132,1,357,3
5931802,B,142,5920,405,,335,3,322,6
5931809,B,142,5920,405,,335,3,322,6
5931806,B,142,5920,405,,335,3,322,6
5931807,B,142,5920,405,,335,3,322,6
5931808,B,142,5920,405,,335,3,322,6
5931801,B,142,5920,405,,335,3,322,6
5931006,B,142,5920,405,8085,335,3,322,6
5931012,B,142,5920,405,,335,3,322,6
5931017,B,142,5920,405,,335,3,322,6
5931020,B,142,5920,405,,335,3,322,6
5931021,B,142,5920,405,8085,335,3,322,6
5931812,B,142,5920,405,,335,3,322,6
5931843,B,142,5920,405,,335,3,322,6
5931844,B,142,5920,405,,335,3,322,6
5931032,E,142,5920,408,,147,1,343,3
5931034,E,142,5920,408,,147,1,343,3
5931026,E,142,5920,408,,147,1,343,3
5931813,E,142,5920,408,,147,1,343,3
5931814,E,142,5920,408,,147,1,343,3
5931817,E,142,5920,408,,147,1,343,3
5931815,E,142,5920,408,,147,1,343,3
5931816,E,142,5920,408,,147,1,343,3
5931818,E,142,5920,408,,147,1,343,3
5931819,E,142,5920,408,,147,1,343,3
5931820,E,142,5920,408,,147,1,343,3
5931821,E,142,5920,408,,147,1,343,3
5931829,E,142,5920,408,,147,1,343,3
5931831,E,142,5920,408,,147,1,343,3
5931832,E,142,5920,408,,147,1,343,3
5931833,E,142,5920,408,,147,1,343,3
5931834,E,142,5920,408,,147,1,343,3
5931842,E,142,5920,408,,147,1,343,3
5931822,E,142,5920,408,,147,1,343,3
5931823,E,142,5920,408,,147,1,343,3
5931827,E,142,5920,408,,147,1,343,3
5931824,E,142,5920,408,,147,1,343,3
5931825,E,142,5920,408,,147,1,343,3
5931826,E,142,5920,408,,147,1,343,3
5931828,E,142,5920,408,,147,1,343,3
5933814,E,151,5930,427,,144,1,343,4
5933819,E,151,5930,427,,148,1,343,4
5933821,E,151,5930,427,,144,1,343,4
5933028,E,151,5930,427,,148,1,343,4
5933032,E,151,5930,427,,144,1,343,4
5933897,C,151,5930,402,,148,1,343,6
5933855,C,151,5930,408,,148,1,343,3
5933852,C,151,5930,408,,148,1,343,3
5933853,C,151,5930,408,,148,1,343,3
5933854,C,151,5930,414,,148,1,343,3
5933857,C,151,5930,404,,148,1,343,3
5933880,C,151,5930,414,,143,1,342,3
5933878,C,151,5930,408,,148,1,343,3
5933879,C,151,5930,408,,148,1,343,3
5933888,C,151,5930,414,,143,1,342,3
5933886,C,151,5930,414,,143,1,342,3
5933887,C,151,5930,414,,143,1,342,3
5933889,C,151,5930,414,,143,1,342,3
5933892,C,151,5930,412,,143,1,342,3
5933893,C,151,5930,408,,148,1,343,3
5933895,C,151,5930,408,,148,1,343,3
5933896,C,151,5930,408,,148,1,343,3
5933859,C,151,5930,404,,148,1,343,3
5933861,C,151,5930,404,,148,1,343,3
5933865,C,151,5930,408,,148,1,343,3
5933866,C,151,5930,408,,148,1,343,3
5933873,C,151,5930,408,,148,1,343,3
5933868,C,151,5930,408,,148,1,343,3
5933870,C,151,5930,408,,148,1,343,3
5933872,C,151,5930,414,,148,1,343,3
5933875,C,151,5930,414,,148,1,343,3
5933874,C,151,5930,408,,148,1,343,3
5933876,C,151,5930,414,,148,1,343,3
5933877,C,151,5930,414,,143,1,342,3
5933881,C,151,5930,408,,148,1,343,3
5933817,C,151,5930,414,,143,1,342,3
5933813,C,151,5930,408,,148,1,343,3
5933807,C,151,5930,404,,149,1,329,3
5933803,C,151,5930,408,,148,1,343,3
5933805,C,151,5930,404,,149,1,329,3
5933806,C,151,5930,404,,149,1,329,3
5933823,C,151,5930,408,,148,1,343,3
5933824,C,151,5930,408,,148,1,343,3
5933825,C,151,5930,408,,148,1,343,3
5933019,C,151,5930,414,,148,1,343,3
5933832,C,151,5930,408,,148,1,343,3
5933828,C,151,5930,414,,148,1,343,3
5933829,C,151,5930,408,,148,1,343,3
5933831,C,151,5930,408,,148,1,343,3
5933006,C,151,5930,404,,149,1,329,3
5933008,C,151,5930,404,,149,1,329,3
5933012,C,151,5930,404,,149,1,329,3
5933015,C,151,5930,408,,148,1,343,3
5933837,C,151,5930,414,,148,1,343,3
5933833,C,151,5930,408,,148,1,343,3
5933834,C,151,5930,408,,148,1,343,3
5933836,C,151,5930,414,,148,1,343,3
5933882,C,151,5930,408,,148,1,343,3
5933884,C,151,5930,414,,143,1,342,3
5933035,C,151,5930,414,,143,1,342,3
5933024,C,151,5930,414,,148,1,343,3
5933842,C,151,5930,408,,148,1,343,3
5933839,C,151,5930,408,,148,1,343,3
5933840,C,151,5930,408,,148,1,343,3
5933841,C,151,5930,408,,148,1,343,3
5933848,C,151,5930,408,,148,1,343,3
5933844,C,151,5930,414,,148,1,343,3
5933845,C,151,5930,414,,148,1,343,3
5933846,C,151,5930,414,,148,1,343,3
5933802,C,151,5930,404,,149,1,329,3
5933898,C,151,5930,414,,143,1,342,3
5933899,C,151,5930,408,,148,1,343,3
5933037,C,151,5930,408,,148,1,343,3
5933039,C,151,5930,414,,143,1,342,3
5933042,C,151,5930,414,,143,1,342,3
5933044,C,151,5930,414,,143,1,342,3
5933045,C,151,5930,414,,143,1,342,3
5933054,C,151,5930,412,,143,1,342,3
5933060,C,151,5930,414,,143,1,342,3
5933851,C,151,5930,408,,148,1,343,3
5933849,C,151,5930,408,,148,1,343,3
5933850,C,151,5930,408,,148,1,343,3
5933072,C,151,5930,414,,143,1,342,3
5933067,C,151,5930,414,,145,1,342,3
5933068,C,151,5930,414,,145,1,342,3
5933070,C,151,5930,416,,145,1,342,3
5933074,C,151,5930,414,,143,1,342,3
5933801,C,151,5930,404,,149,1,329,3
5933858,C,151,5930,408,,148,1,343,3
5933811,C,151,5930,404,,149,1,329,3
5933808,C,151,5930,404,,149,1,329,3
5933809,C,151,5930,404,,149,1,329,3
5933810,C,151,5930,408,,148,1,343,3
5933812,C,151,5930,414,,148,1,343,3
5903017,D,173,5940,409,,115,1,347,8
5903047,D,173,5940,410,,122,1,347,8
5903060,D,173,5940,410,,124,1,300,8
5903056,D,173,5940,410,,123,1,302,8
5903058,D,173,5940,410,,123,1,302,8
5903807,D,173,5940,409,,115,1,347,8
5903039,D,173,5940,409,,121,1,347,8
5903041,D,173,5940,409,,122,1,347,8
5903043,D,173,5940,409,,122,1,347,8
5903045,D,173,5940,410,,123,1,302,8
5903050,D,173,5940,410,,124,1,300,8
5903052,D,173,5940,410,,122,1,347,8
5903011,D,173,5940,410,,122,1,347,8
5903004,D,173,5940,409,,115,1,347,8
5903010,D,173,5940,409,,115,1,347,8
5903013,D,173,5940,409,,115,1,347,8
5903015,D,173,5940,409,,122,1,347,8
5903023,D,173,5940,409,,121,1,347,8
5903019,D,173,5940,410,,122,1,347,8
5903027,D,173,5940,410,,124,1,300,8
5903032,D,173,5940,410,,124,1,300,8
5939023,D,194,5930,413,,141,1,301,8
5939007,D,194,5930,413,,116,1,331,8
5939011,D,194,5930,413,,116,1,331,8
5939019,D,194,5930,413,,141,1,301,8
5939037,C,194,5930,412,,142,1,350,3
5939039,C,194,5930,412,,142,1,350,3
5939044,C,194,5930,412,,143,1,350,3
5939805,C,194,5930,414,,143,1,350,3
5939806,C,194,5930,412,,142,1,350,3
5939807,C,194,5930,412,,143,1,350,3
5939808,C,194,5930,412,,142,1,350,3
5939811,C,194,5930,412,,142,1,350,3
5939802,C,194,5930,414,,143,1,350,3
5939803,C,194,5930,412,,142,1,350,3
5939804,C,194,5930,412,,142,1,350,3
5939032,C,194,5930,412,,142,1,350,3
5939043,C,194,5930,412,,142,1,350,3
5939045,C,194,5930,412,,142,1,350,3
5939801,C,194,5930,412,,143,1,350,3
5901801,D,205,5940,406,,111,1,323,8
5901043,D,205,5940,411,,114,1,331,8
5901046,D,205,5940,411,,114,1,331,8
5901048,D,205,5940,411,,114,1,331,8
5901802,D,205,5940,406,,112,1,323,8
5901803,D,205,5940,406,,112,1,323,8
5901804,D,205,5940,411,,114,1,331,8
5901805,D,205,5940,406,,112,1,323,8
5901806,D,205,5940,411,,114,1,331,8
5901808,D,205,5940,406,,112,1,323,8
5901035,D,205,5940,406,,112,1,323,8
5901028,D,205,5940,406,,113,1,331,8
5901037,D,205,5940,406,,113,1,331,8
5901017,D,205,5940,406,,111,1,323,8
5901039,D,205,5940,411,,114,1,331,8
5901040,D,205,5940,411,,114,1,331,8
5901012,D,205,5940,406,,111,1,323,8
5901019,D,205,5940,406,,111,1,323,8
5901022,D,205,5940,406,,112,1,323,8
5901003,D,205,5940,406,,111,1,323,8
5901006,D,205,5940,406,,111,1,323,8
5905009,D,221,5940,410,,125,1,302,8
5905032,C,221,5940,401,,126,1,325,8
5905037,C,221,5940,401,,127,1,325,8
5905042,C,221,5940,401,,127,1,325,8
5905050,C,221,5940,401,,126,1,325,8
5905052,C,221,5940,401,,126,1,325,8
5905054,C,221,5940,401,,127,1,325,8
5905005,D,221,5940,410,,125,1,302,8
5905030,D,221,5940,410,,125,1,302,8
5905026,D,221,5940,410,,125,1,302,8
5905014,D,221,5940,410,,125,1,302,8
5905018,D,221,5940,410,,125,1,302,8
5905023,D,221,5940,410,,125,1,302,8
5937005,C,235,5930,412,,136,1,303,3
5937041,C,235,5930,412,,139,1,350,3
5937801,C,235,5930,412,,136,1,303,3
5937802,C,235,5930,412,,139,1,350,3
5937010,C,235,5930,412,,136,1,303,3
5937014,C,235,5930,412,,136,1,303,3
5937017,C,235,5930,412,,136,1,303,3
5937021,C,235,5930,412,,136,1,303,3
5937022,C,235,5930,412,,136,1,303,3
5937023,C,235,5930,412,,136,1,303,3
5937803,C,235,5930,412,,136,1,303,3
5937805,C,235,5930,412,,135,1,350,3
5937024,C,235,5930,412,,135,1,350,3
5937028,C,235,5930,412,,135,1,350,3
5937033,C,235,5930,412,,139,1,350,3
5923801,A,247,5910,432,,426,4,339,5
5923802,A,247,5910,432,,426,4,339,5
5923803,A,247,5910,432,8083,426,4,339,5
5923804,A,247,5910,432,,426,4,339,5
5923805,A,247,5910,432,8083,426,4,339,5
5923806,A,247,5910,432,8083,426,4,339,5
5923033,A,247,5910,432,,426,4,339,5
5923035,A,247,5910,432,8083,426,4,339,5
5923037,A,247,5910,432,,426,4,339,5
5923039,A,247,5910,432,8083,426,4,339,5
5923807,A,247,5910,432,8083,426,4,339,5
5923808,A,247,5910,432,8083,426,4,339,5
5923047,A,247,5910,432,8083,426,4,339,5
5923049,A,247,5910,432,8083,426,4,339,5
5923008,A,247,5910,432,8083,426,4,339,5
5923019,A,247,5910,432,8083,426,4,339,5
5923816,A,247,5910,432,,426,4,339,5
5923025,A,247,5910,432,8083,426,4,339,5
5923825,A,247,5910,432,,426,4,339,5
5923822,A,247,5910,432,,426,4,339,5
5923823,A,247,5910,432,,426,4,339,5
5923824,A,247,5910,432,8083,426,4,339,5
5923809,A,247,5910,432,8083,426,4,339,5
5923810,A,247,5910,432,8083,426,4,339,5
5923813,A,247,5910,432,8083,426,4,339,5
5923814,A,247,5910,432,8083,426,4,339,5
5917801,A,257,5910,431,8085,413,4,335,5
5917802,A,257,5910,431,,413,4,335,5
5917803,A,257,5910,431,8084,413,4,335,5
5917027,A,257,5910,431,8085,414,4,336,5
5917029,A,257,5910,431,8085,414,4,336,5
5917030,A,257,5910,431,8084,411,4,333,5
5917034,A,257,5910,431,8084,411,4,333,5
5917819,A,257,5910,431,,412,4,334,5
5917054,A,257,5910,431,8084,412,4,334,5
5917056,A,257,5910,431,8084,412,4,334,5
5917804,A,257,5910,431,8085,413,4,335,5
5917805,A,257,5910,431,8085,414,4,336,5
5917809,A,257,5910,431,8084,412,4,334,5
5917015,A,257,5910,431,8084,413,4,335,5
5917040,A,257,5910,431,8084,411,4,333,5
5917041,A,257,5910,431,8084,412,4,334,5
5917042,A,257,5910,431,8084,412,4,334,5
5917811,A,257,5910,431,8084,411,4,333,5
5917812,A,257,5910,431,8084,411,4,333,5
5917815,A,257,5910,431,8083,412,4,334,5
5917005,A,257,5910,431,8085,413,4,335,5
5917010,A,257,5910,431,8084,413,4,335,5
5917044,A,257,5910,431,8085,412,4,334,5
5917047,A,257,5910,431,8084,411,4,333,5
